age_midpt,age_cat,sex,ethnicity,highest_qualification,weekly_hrs,weekly_income
37.5,35-39,Female,Europ,School,44,660
42.5,40-44,Female,Europ,BachDeg+,16,450
62.5,60-64,Male,Europ,Vocational,29,500
62.5,60-64,Male,Europ,Vocational,10,510
27.5,25-29,Female,Maori,Vocational,40,750
57.5,55-59,Female,Europ,Vocational,32,600
42.5,40-44,Female,Europ,School,15,770
62.5,60-64,Female,Europ,School,11,210
37.5,35-39,Female,Europ,School,20,260
42.5,40-44,Female,Europ,NoQual,51,940
32.5,30-34,Female,Europ,Vocational,16,160
32.5,30-34,Male,Europ,School,50,810
42.5,40-44,Male,Europ,Vocational,40,880
57.5,55-59,Male,Europ,Vocational,30,330
37.5,35-39,Female,Europ,OthPostSec,38,690
37.5,35-39,Male,Europ,Vocational,40,930
62.5,60-64,Male,Maori,School,35,680
52.5,50-54,Female,Europ,OthPostSec,40,830
32.5,30-34,Female,NonMaoriComb,Vocational,24,1130
27.5,25-29,Female,Europ,BachDeg+,40,750
47.5,45-49,Female,Maori,NoQual,21,540
27.5,25-29,Female,Europ,School,72,710
37.5,35-39,Male,Europ,School,52,1070
32.5,30-34,Male,Maori,Vocational,35,1010
47.5,45-49,Female,Europ,Vocational,25,290
32.5,30-34,Female,Europ,Vocational,32,1120
47.5,45-49,Male,Europ,Vocational,36,310
52.5,50-54,Male,Europ,NoQual,12,350
42.5,40-44,Female,Europ,BachDeg+,6,190
47.5,45-49,Female,Pacific,School,37,610
42.5,40-44,Male,Maori,NoQual,32,700
37.5,35-39,Female,Europ,Vocational,5,400
37.5,35-39,Female,Europ,Vocational,2,70
27.5,25-29,Female,Europ,School,38,670
32.5,30-34,Male,Maori,OthPostSec,39,790
37.5,35-39,Female,Europ,Vocational,50,1410
52.5,50-54,Female,Europ,Vocational,42,690
47.5,45-49,Female,Europ,School,24,360
32.5,30-34,Male,Europ,NoQual,33,470
27.5,25-29,Male,Europ,Vocational,36,390
52.5,50-54,Female,Europ,Vocational,40,710
37.5,35-39,Male,Maori,NoQual,47,1110
37.5,35-39,Female,Europ,NoQual,23,220
32.5,30-34,Female,Maori,Vocational,27,640
27.5,25-29,Male,Europ,Vocational,40,490
32.5,30-34,Male,Europ,Vocational,40,1510
57.5,55-59,Female,Maori,Vocational,43,810
37.5,35-39,Male,Europ,Vocational,124,1680
27.5,25-29,Female,Other,OthPostSec,32,410
37.5,35-39,Male,Europ,Vocational,40,650
37.5,35-39,Female,Europ,NoQual,72,790
37.5,35-39,Male,Europ,Vocational,42,830
57.5,55-59,Male,Europ,NoQual,62,700
32.5,30-34,Male,Europ,NoQual,40,610
57.5,55-59,Female,Europ,Vocational,40,440
52.5,50-54,Male,Europ,NoQual,25,380
47.5,45-49,Female,Other,Vocational,14,100
37.5,35-39,Male,Europ,Vocational,40,780
27.5,25-29,Female,Europ,Vocational,16,330
47.5,45-49,Male,Europ,Vocational,43,730
37.5,35-39,Female,Europ,BachDeg+,19,390
47.5,45-49,Female,Europ,School,45,650
32.5,30-34,Female,Maori,BachDeg+,70,720
37.5,35-39,Male,Europ,NoQual,66,490
37.5,35-39,Female,Europ,Vocational,40,700
47.5,45-49,Female,Europ,Vocational,35,570
57.5,55-59,Female,Europ,School,55,690
42.5,40-44,Female,Europ,NoQual,25,320
37.5,35-39,Male,Maori,Vocational,55,1100
57.5,55-59,Female,Europ,NoQual,30,440
42.5,40-44,Female,Europ,Vocational,40,440
42.5,40-44,Male,Europ,OthPostSec,28,830
27.5,25-29,Male,Europ,School,48,550
37.5,35-39,Male,Europ,NoQual,40,980
27.5,25-29,Male,Other,BachDeg+,43,1260
27.5,25-29,Male,MaoriCombin,NoQual,43,510
57.5,55-59,Female,Europ,School,43,650
32.5,30-34,Male,Europ,Vocational,40,570
27.5,25-29,Male,Europ,NoQual,17,290
32.5,30-34,Male,Europ,School,21,480
47.5,45-49,Female,Europ,BachDeg+,66,860
42.5,40-44,Female,Pacific,School,45,370
37.5,35-39,Female,Europ,Vocational,21,550
27.5,25-29,Female,Europ,School,39,480
47.5,45-49,Male,Europ,NoQual,52,1000
32.5,30-34,Female,Europ,School,30,560
47.5,45-49,Female,Europ,School,18,520
32.5,30-34,Female,Europ,Vocational,40,710
27.5,25-29,Female,Europ,BachDeg+,45,1140
52.5,50-54,Male,Europ,School,55,950
37.5,35-39,Male,MaoriCombin,NoQual,56,600
32.5,30-34,Male,Maori,Vocational,12,400
62.5,60-64,Female,Europ,OthPostSec,40,470
27.5,25-29,Male,Other,OthPostSec,51,420
27.5,25-29,Female,Europ,BachDeg+,42,790
27.5,25-29,Male,Europ,NoQual,61,830
27.5,25-29,Male,Europ,Vocational,59,1120
32.5,30-34,Female,Maori,School,77,420
32.5,30-34,Male,MaoriCombin,Vocational,56,1060
52.5,50-54,Male,Europ,School,50,720
32.5,30-34,Male,Europ,Vocational,40,900
42.5,40-44,Female,Europ,School,34,470
42.5,40-44,Male,Europ,Vocational,40,1600
47.5,45-49,Female,Europ,School,27,380
42.5,40-44,Male,Europ,Vocational,42,1090
47.5,45-49,Male,Maori,NoQual,34,540
27.5,25-29,Male,Other,School,57,400
52.5,50-54,Male,Europ,NoQual,35,400
32.5,30-34,Female,Europ,BachDeg+,16,260
42.5,40-44,Female,Europ,NoQual,26,250
32.5,30-34,Female,NonMaoriComb,Vocational,40,690
32.5,30-34,Female,Europ,School,18,300
57.5,55-59,Male,Europ,NoQual,57,610
57.5,55-59,Male,Europ,Vocational,40,750
42.5,40-44,Female,NonMaoriComb,Vocational,18,1060
37.5,35-39,Female,Europ,Vocational,11,380
32.5,30-34,Male,Maori,Vocational,51,940
52.5,50-54,Female,Europ,Vocational,60,1440
27.5,25-29,Male,Europ,Vocational,40,830
62.5,60-64,Female,Europ,Vocational,16,190
57.5,55-59,Male,Maori,School,48,1460
42.5,40-44,Female,Maori,School,20,290
32.5,30-34,Male,Europ,BachDeg+,38,740
37.5,35-39,Female,Europ,BachDeg+,31,1230
37.5,35-39,Female,Other,Vocational,55,510
27.5,25-29,Male,NonMaoriComb,Vocational,60,910
57.5,55-59,Female,Pacific,NoQual,54,410
27.5,25-29,Female,Europ,BachDeg+,37,820
42.5,40-44,Male,Europ,NoQual,50,1160
52.5,50-54,Male,Europ,School,40,860
52.5,50-54,Male,Europ,Vocational,66,990
27.5,25-29,Female,Other,School,41,480
62.5,60-64,Male,Europ,Vocational,29,500
37.5,35-39,Female,Europ,NoQual,28,510
52.5,50-54,Female,Europ,NoQual,54,700
52.5,50-54,Male,Europ,Vocational,40,970
52.5,50-54,Female,Europ,School,40,730
52.5,50-54,Female,Europ,Vocational,38,630
57.5,55-59,Male,Europ,School,31,400
42.5,40-44,Female,Europ,School,44,540
57.5,55-59,Female,Europ,School,57,1170
57.5,55-59,Male,Europ,NoQual,20,190
57.5,55-59,Male,Europ,OthPostSec,51,1060
47.5,45-49,Female,Europ,Vocational,40,470
42.5,40-44,Female,Europ,BachDeg+,35,350
52.5,50-54,Female,Maori,NoQual,27,200
32.5,30-34,Male,Europ,NoQual,33,690
37.5,35-39,Female,Europ,School,38,730
32.5,30-34,Female,Europ,BachDeg+,24,2510
47.5,45-49,Male,Europ,Vocational,37,1430
47.5,45-49,Female,Europ,Vocational,40,640
47.5,45-49,Female,Europ,Vocational,38,620
27.5,25-29,Female,Europ,Vocational,7,160
47.5,45-49,Female,Other,BachDeg+,40,710
32.5,30-34,Female,Europ,Vocational,37,440
52.5,50-54,Female,Other,School,28,520
27.5,25-29,Male,Pacific,Vocational,35,530
32.5,30-34,Male,Europ,BachDeg+,50,1050
27.5,25-29,Female,Europ,BachDeg+,44,1430
32.5,30-34,Female,Maori,BachDeg+,40,1420
27.5,25-29,Female,Europ,School,57,380
42.5,40-44,Male,Europ,NoQual,65,890
37.5,35-39,Female,Europ,Vocational,32,660
47.5,45-49,Female,Europ,NoQual,20,230
27.5,25-29,Male,MaoriCombin,NoQual,61,800
42.5,40-44,Male,Europ,BachDeg+,50,1230
37.5,35-39,Female,Europ,Vocational,15,310
27.5,25-29,Female,Europ,NoQual,5,410
37.5,35-39,Male,Europ,BachDeg+,45,2850
32.5,30-34,Male,Europ,School,60,4780
32.5,30-34,Female,Europ,Vocational,37,780
42.5,40-44,Female,Europ,NoQual,25,850
37.5,35-39,Male,Europ,NoQual,28,700
32.5,30-34,Female,Europ,Vocational,25,590
62.5,60-64,Male,Other,School,40,520
37.5,35-39,Male,Europ,NoQual,40,690
62.5,60-64,Female,Europ,School,14,400
37.5,35-39,Male,Europ,Vocational,34,660
47.5,45-49,Female,Europ,NoQual,18,270
42.5,40-44,Female,Pacific,NoQual,13,350
27.5,25-29,Female,Europ,Vocational,39,570
37.5,35-39,Female,Maori,NoQual,18,240
47.5,45-49,Female,Europ,Vocational,72,820
32.5,30-34,Female,Europ,BachDeg+,40,580
42.5,40-44,Male,Maori,Vocational,50,620
27.5,25-29,Male,Pacific,NoQual,40,570
37.5,35-39,Female,MaoriCombin,School,40,500
47.5,45-49,Female,Europ,Vocational,9,350
27.5,25-29,Female,Europ,School,44,750
32.5,30-34,Female,Europ,BachDeg+,40,600
47.5,45-49,Female,Maori,NoQual,0,1040
32.5,30-34,Male,Europ,OthPostSec,50,1020
57.5,55-59,Male,Europ,OthPostSec,54,710
37.5,35-39,Male,Other,BachDeg+,84,810
27.5,25-29,Male,Maori,Vocational,37,310
52.5,50-54,Male,Europ,Vocational,45,1040
52.5,50-54,Female,Europ,OthPostSec,33,640
32.5,30-34,Male,Europ,School,42,640
47.5,45-49,Female,Europ,OthPostSec,38,1250
32.5,30-34,Female,Maori,Vocational,40,700
42.5,40-44,Female,Maori,Vocational,24,520
42.5,40-44,Female,Europ,BachDeg+,33,550
47.5,45-49,Female,Europ,BachDeg+,45,1240
32.5,30-34,Female,Europ,NoQual,17,460
47.5,45-49,Female,Europ,Vocational,40,800
52.5,50-54,Female,Europ,NoQual,37,410
52.5,50-54,Female,Europ,School,30,1410
62.5,60-64,Male,Maori,NoQual,34,800
37.5,35-39,Male,Europ,NoQual,26,260
27.5,25-29,Female,Europ,BachDeg+,37,1030
27.5,25-29,Male,Europ,NoQual,48,460
37.5,35-39,Female,Europ,BachDeg+,40,1500
37.5,35-39,Female,Europ,BachDeg+,15,260
62.5,60-64,Female,Europ,OthPostSec,17,210
42.5,40-44,Male,Europ,Vocational,40,970
47.5,45-49,Male,Pacific,School,40,590
27.5,25-29,Male,Europ,Vocational,59,1060
52.5,50-54,Male,Europ,Vocational,31,1830
62.5,60-64,Female,Europ,Vocational,24,340
47.5,45-49,Female,Europ,BachDeg+,12,190
52.5,50-54,Female,Europ,NoQual,29,400
47.5,45-49,Female,Europ,School,24,240
27.5,25-29,Female,Europ,Vocational,28,240
32.5,30-34,Female,Europ,School,45,690
32.5,30-34,Female,Europ,Vocational,20,400
57.5,55-59,Female,Europ,School,40,740
32.5,30-34,Female,Pacific,School,45,250
52.5,50-54,Male,Europ,Vocational,40,1110
52.5,50-54,Male,Maori,School,40,1090
47.5,45-49,Male,Europ,Vocational,48,1680
42.5,40-44,Female,Europ,School,13,450
42.5,40-44,Male,Europ,Vocational,38,780
42.5,40-44,Male,Maori,Vocational,39,580
42.5,40-44,Female,Europ,NoQual,35,220
62.5,60-64,Male,Europ,NoQual,45,1200
57.5,55-59,Female,Europ,BachDeg+,65,2920
37.5,35-39,Female,Europ,School,24,310
62.5,60-64,Female,Europ,Vocational,6,380
42.5,40-44,Female,Europ,School,32,510
62.5,60-64,Female,Europ,NoQual,39,510
62.5,60-64,Male,Europ,Vocational,35,440
42.5,40-44,Female,Europ,School,12,330
32.5,30-34,Female,MaoriCombin,BachDeg+,50,1750
47.5,45-49,Male,Europ,BachDeg+,45,2530
27.5,25-29,Female,Maori,NoQual,48,610
47.5,45-49,Female,Europ,NoQual,7,200
37.5,35-39,Male,Europ,Vocational,63,750
32.5,30-34,Male,Maori,NoQual,41,530
37.5,35-39,Male,Europ,Vocational,40,710
57.5,55-59,Female,Europ,BachDeg+,29,860
52.5,50-54,Male,Europ,Vocational,40,890
57.5,55-59,Female,Europ,School,28,600
47.5,45-49,Female,Europ,School,40,1190
47.5,45-49,Male,Other,OthPostSec,45,610
32.5,30-34,Female,Other,School,41,380
52.5,50-54,Female,Europ,BachDeg+,38,1440
57.5,55-59,Male,Europ,Vocational,42,600
37.5,35-39,Male,Europ,BachDeg+,40,1400
32.5,30-34,Female,Europ,NoQual,19,200
37.5,35-39,Female,Europ,NoQual,58,390
37.5,35-39,Female,Maori,OthPostSec,18,260
57.5,55-59,Female,Europ,BachDeg+,48,900
57.5,55-59,Male,Europ,NoQual,45,510
57.5,55-59,Female,Europ,Vocational,44,940
42.5,40-44,Male,Europ,Vocational,13,1230
47.5,45-49,Male,MaoriCombin,Vocational,41,1370
32.5,30-34,Male,Europ,Vocational,40,900
27.5,25-29,Male,Europ,Vocational,40,570
32.5,30-34,Male,Other,School,36,490
42.5,40-44,Female,Pacific,School,24,380
47.5,45-49,Male,Europ,OthPostSec,51,1410
32.5,30-34,Male,Europ,School,40,630
47.5,45-49,Male,Europ,NoQual,45,500
57.5,55-59,Female,Europ,BachDeg+,64,940
27.5,25-29,Male,Europ,Vocational,40,510
62.5,60-64,Male,Europ,OthPostSec,49,610
42.5,40-44,Male,Europ,Vocational,40,550
57.5,55-59,Female,Europ,Vocational,38,720
32.5,30-34,Female,Other,BachDeg+,45,580
47.5,45-49,Female,Europ,OthPostSec,17,190
47.5,45-49,Male,Europ,Vocational,50,1100
42.5,40-44,Female,MaoriCombin,NoQual,25,350
47.5,45-49,Female,Europ,BachDeg+,40,1290
37.5,35-39,Female,Europ,OthPostSec,26,520
57.5,55-59,Female,Europ,School,45,1230
37.5,35-39,Male,Europ,NoQual,45,730
47.5,45-49,Female,Europ,Vocational,38,700
42.5,40-44,Male,Europ,Vocational,31,250
47.5,45-49,Female,Europ,School,33,560
32.5,30-34,Female,Europ,Vocational,40,440
57.5,55-59,Female,Europ,Vocational,130,1970
62.5,60-64,Male,Europ,NoQual,37,500
27.5,25-29,Female,Europ,BachDeg+,37,990
37.5,35-39,Female,Europ,BachDeg+,40,1160
27.5,25-29,Male,Europ,BachDeg+,40,820
57.5,55-59,Male,Other,BachDeg+,30,1220
52.5,50-54,Male,Maori,NoQual,42,590
42.5,40-44,Male,Europ,NoQual,27,270
37.5,35-39,Female,Europ,School,40,2110
32.5,30-34,Male,Europ,Vocational,42,700
27.5,25-29,Male,Europ,OthPostSec,73,740
42.5,40-44,Male,Europ,School,52,360
42.5,40-44,Male,Maori,School,48,440
27.5,25-29,Female,Europ,BachDeg+,51,470
47.5,45-49,Female,Europ,Vocational,20,270
27.5,25-29,Female,Europ,School,39,650
32.5,30-34,Female,Europ,Vocational,30,540
32.5,30-34,Male,Europ,NoQual,40,510
37.5,35-39,Male,Europ,Vocational,45,1350
52.5,50-54,Female,Europ,Vocational,38,600
52.5,50-54,Female,Europ,Vocational,20,210
47.5,45-49,Female,Maori,Vocational,40,620
42.5,40-44,Female,Europ,NoQual,23,440
42.5,40-44,Male,Europ,NoQual,40,540
27.5,25-29,Female,Maori,School,45,790
57.5,55-59,Male,Europ,Vocational,8,480
47.5,45-49,Female,Europ,NoQual,40,460
42.5,40-44,Male,Europ,NoQual,15,330
57.5,55-59,Female,Europ,Vocational,5,310
32.5,30-34,Male,Europ,Vocational,40,1450
47.5,45-49,Female,Europ,School,40,900
37.5,35-39,Male,Europ,School,71,3930
32.5,30-34,Female,Europ,BachDeg+,15,130
52.5,50-54,Female,Europ,Vocational,30,390
37.5,35-39,Male,Europ,Vocational,50,610
47.5,45-49,Female,Europ,Vocational,27,440
42.5,40-44,Male,Europ,BachDeg+,45,1250
27.5,25-29,Female,Europ,Vocational,19,540
32.5,30-34,Male,Europ,BachDeg+,47,1370
47.5,45-49,Male,Pacific,Vocational,30,460
47.5,45-49,Male,Europ,BachDeg+,44,1090
42.5,40-44,Female,Europ,Vocational,25,300
32.5,30-34,Male,Europ,School,40,710
37.5,35-39,Male,Europ,BachDeg+,36,1480
27.5,25-29,Female,Europ,Vocational,34,470
47.5,45-49,Male,Europ,BachDeg+,37,980
37.5,35-39,Male,Europ,Vocational,41,1040
62.5,60-64,Female,Europ,NoQual,5,100
32.5,30-34,Female,Europ,Vocational,37,740
47.5,45-49,Male,Europ,Vocational,42,770
52.5,50-54,Female,Europ,Vocational,24,290
57.5,55-59,Female,Europ,OthPostSec,40,670
37.5,35-39,Male,Europ,Vocational,50,810
52.5,50-54,Female,Europ,NoQual,33,510
37.5,35-39,Male,Europ,BachDeg+,36,800
32.5,30-34,Male,Europ,Vocational,54,1090
52.5,50-54,Female,Europ,School,20,180
27.5,25-29,Female,Pacific,Vocational,34,500
42.5,40-44,Female,Europ,OthPostSec,14,270
47.5,45-49,Male,Europ,Vocational,40,850
37.5,35-39,Female,Europ,School,24,260
52.5,50-54,Male,Europ,NoQual,40,560
52.5,50-54,Male,Europ,Vocational,46,1710
27.5,25-29,Male,Europ,School,56,960
57.5,55-59,Female,Europ,OthPostSec,38,1110
42.5,40-44,Male,Pacific,NoQual,46,420
42.5,40-44,Female,Europ,Vocational,16,240
62.5,60-64,Male,Europ,School,40,980
37.5,35-39,Female,MaoriCombin,NoQual,28,560
37.5,35-39,Female,Europ,School,48,1010
47.5,45-49,Female,Europ,BachDeg+,100,1500
52.5,50-54,Female,Europ,Vocational,37,820
62.5,60-64,Male,Europ,OthPostSec,23,310
57.5,55-59,Male,Europ,Vocational,55,650
27.5,25-29,Female,Other,BachDeg+,34,860
32.5,30-34,Male,Europ,BachDeg+,54,970
37.5,35-39,Male,Europ,Vocational,31,500
27.5,25-29,Female,Europ,Vocational,40,580
37.5,35-39,Female,Europ,BachDeg+,40,780
62.5,60-64,Female,Europ,NoQual,40,740
37.5,35-39,Female,Maori,Vocational,119,600
42.5,40-44,Female,Europ,Vocational,15,250
32.5,30-34,Male,Maori,NoQual,51,780
37.5,35-39,Female,Europ,Vocational,11,90
27.5,25-29,Female,MaoriCombin,BachDeg+,20,630
62.5,60-64,Male,Europ,NoQual,38,770
52.5,50-54,Female,Europ,Vocational,20,240
42.5,40-44,Female,Europ,Vocational,30,620
47.5,45-49,Male,Europ,NoQual,38,780
27.5,25-29,Male,Europ,NoQual,46,810
62.5,60-64,Female,Europ,NoQual,9,170
62.5,60-64,Male,Europ,OthPostSec,17,1440
52.5,50-54,Female,Maori,NoQual,40,760
32.5,30-34,Female,Europ,OthPostSec,55,1380
57.5,55-59,Female,Europ,NoQual,43,490
32.5,30-34,Female,Europ,Vocational,13,190
37.5,35-39,Female,Europ,NoQual,40,380
32.5,30-34,Male,Europ,School,40,440
37.5,35-39,Female,Europ,NoQual,72,820
37.5,35-39,Female,Europ,School,20,260
32.5,30-34,Male,Pacific,NoQual,40,440
37.5,35-39,Female,Europ,NoQual,40,370
52.5,50-54,Female,Europ,NoQual,40,630
37.5,35-39,Male,Europ,BachDeg+,35,1050
62.5,60-64,Female,Maori,Vocational,28,430
37.5,35-39,Female,Europ,Vocational,22,640
37.5,35-39,Male,Europ,BachDeg+,45,1010
62.5,60-64,Female,Europ,Vocational,33,520
47.5,45-49,Male,Europ,BachDeg+,40,3750
32.5,30-34,Male,Europ,Vocational,36,1270
47.5,45-49,Female,Europ,BachDeg+,50,970
27.5,25-29,Male,MaoriCombin,Vocational,80,750
27.5,25-29,Male,Pacific,OthPostSec,35,180
32.5,30-34,Female,Europ,School,19,230
42.5,40-44,Female,Europ,Vocational,24,230
27.5,25-29,Male,Pacific,Vocational,49,820
27.5,25-29,Male,Europ,School,43,680
42.5,40-44,Male,Europ,Vocational,45,1290
42.5,40-44,Female,Europ,School,12,330
47.5,45-49,Male,Europ,NoQual,40,510
32.5,30-34,Female,Other,NoQual,35,440
52.5,50-54,Male,Europ,Vocational,53,1090
47.5,45-49,Female,Europ,BachDeg+,39,1270
62.5,60-64,Male,Europ,Vocational,12,360
57.5,55-59,Female,Europ,School,36,460
52.5,50-54,Female,Europ,OthPostSec,33,880
37.5,35-39,Female,Europ,Vocational,50,700
27.5,25-29,Female,Europ,Vocational,37,560
52.5,50-54,Male,Europ,Vocational,38,800
42.5,40-44,Female,Europ,NoQual,25,240
37.5,35-39,Female,Europ,Vocational,20,660
27.5,25-29,Female,Europ,School,89,980
32.5,30-34,Male,Europ,OthPostSec,35,700
42.5,40-44,Female,Europ,BachDeg+,40,880
37.5,35-39,Female,Europ,Vocational,40,630
32.5,30-34,Female,Other,BachDeg+,25,560
52.5,50-54,Male,Europ,OthPostSec,48,2620
37.5,35-39,Male,Europ,Vocational,50,700
57.5,55-59,Female,Pacific,Vocational,39,200
42.5,40-44,Male,Europ,Vocational,42,960
37.5,35-39,Male,Europ,School,40,430
37.5,35-39,Female,Europ,School,40,510
57.5,55-59,Male,Pacific,School,25,350
42.5,40-44,Female,Europ,Vocational,36,570
32.5,30-34,Female,Europ,School,19,160
52.5,50-54,Male,Europ,School,42,530
52.5,50-54,Female,Europ,School,20,310
62.5,60-64,Male,Europ,Vocational,40,430
27.5,25-29,Male,Europ,Vocational,40,570
27.5,25-29,Male,Europ,NoQual,46,1260
62.5,60-64,Female,Europ,OthPostSec,12,330
42.5,40-44,Female,Europ,Vocational,20,390
27.5,25-29,Female,Europ,Vocational,162,1100
27.5,25-29,Female,Europ,School,11,280
32.5,30-34,Female,Europ,Vocational,40,680
42.5,40-44,Male,Europ,Vocational,31,450
27.5,25-29,Female,Maori,NoQual,22,490
62.5,60-64,Male,Europ,Vocational,43,1220
42.5,40-44,Male,Europ,Vocational,60,990
32.5,30-34,Male,Europ,NoQual,49,970
47.5,45-49,Female,Europ,Vocational,34,430
62.5,60-64,Male,Maori,OthPostSec,48,1460
62.5,60-64,Female,Europ,NoQual,22,250
37.5,35-39,Male,Europ,Vocational,55,820
47.5,45-49,Female,Europ,School,14,150
32.5,30-34,Female,Other,BachDeg+,45,580
37.5,35-39,Male,Europ,School,61,1700
32.5,30-34,Female,Europ,BachDeg+,21,340
47.5,45-49,Female,Europ,School,22,400
42.5,40-44,Male,Europ,Vocational,40,610
27.5,25-29,Male,Europ,Vocational,40,750
32.5,30-34,Female,Europ,OthPostSec,49,810
62.5,60-64,Female,NonMaoriComb,School,32,710
42.5,40-44,Female,Europ,BachDeg+,40,710
32.5,30-34,Male,Pacific,Vocational,28,1050
52.5,50-54,Female,Europ,Vocational,25,440
37.5,35-39,Female,Europ,School,40,2110
27.5,25-29,Male,Europ,Vocational,45,740
47.5,45-49,Female,Europ,OthPostSec,21,60
32.5,30-34,Female,Europ,BachDeg+,30,460
37.5,35-39,Male,Europ,School,40,1050
62.5,60-64,Male,Europ,NoQual,50,190
52.5,50-54,Male,Europ,Vocational,40,1090
27.5,25-29,Male,Europ,NoQual,38,780
57.5,55-59,Female,Maori,Vocational,55,630
32.5,30-34,Male,Europ,School,23,520
52.5,50-54,Female,Europ,NoQual,29,660
32.5,30-34,Male,Europ,School,50,790
42.5,40-44,Female,Europ,School,30,540
32.5,30-34,Male,Europ,School,42,770
27.5,25-29,Female,Maori,NoQual,40,690
47.5,45-49,Female,Europ,BachDeg+,20,270
27.5,25-29,Male,NonMaoriComb,Vocational,32,370
52.5,50-54,Female,Europ,Vocational,50,650
27.5,25-29,Male,Maori,Vocational,45,600
37.5,35-39,Male,Europ,Vocational,58,740
52.5,50-54,Female,Europ,Vocational,30,340
37.5,35-39,Female,Europ,Vocational,40,920
27.5,25-29,Male,Europ,Vocational,40,760
37.5,35-39,Female,Pacific,NoQual,48,750
32.5,30-34,Male,MaoriCombin,Vocational,74,1280
27.5,25-29,Male,Europ,Vocational,27,880
47.5,45-49,Female,Europ,BachDeg+,29,620
57.5,55-59,Female,Europ,BachDeg+,55,1010
62.5,60-64,Male,Europ,Vocational,40,590
27.5,25-29,Female,MaoriCombin,School,65,520
42.5,40-44,Male,Pacific,Vocational,57,520
37.5,35-39,Male,Europ,Vocational,45,1080
62.5,60-64,Female,Europ,Vocational,17,170
47.5,45-49,Male,Europ,School,39,820
27.5,25-29,Male,Europ,Vocational,40,500
27.5,25-29,Female,Europ,BachDeg+,65,760
42.5,40-44,Female,Europ,OthPostSec,24,850
42.5,40-44,Male,Europ,School,33,410
37.5,35-39,Male,MaoriCombin,Vocational,41,920
27.5,25-29,Female,Maori,School,8,810
27.5,25-29,Female,Europ,BachDeg+,44,820
37.5,35-39,Male,Europ,School,44,1150
47.5,45-49,Female,Europ,NoQual,12,80
42.5,40-44,Female,Europ,NoQual,8,510
47.5,45-49,Female,Pacific,NoQual,42,300
27.5,25-29,Male,Europ,School,41,890
27.5,25-29,Male,Maori,Vocational,45,600
37.5,35-39,Male,Europ,BachDeg+,40,1390
32.5,30-34,Female,Europ,NoQual,41,550
37.5,35-39,Female,Europ,NoQual,2,70
47.5,45-49,Female,Europ,Vocational,35,570
37.5,35-39,Female,Europ,Vocational,24,550
52.5,50-54,Female,Europ,Vocational,7,260
37.5,35-39,Female,Europ,OthPostSec,43,450
52.5,50-54,Male,Europ,School,40,410
37.5,35-39,Female,Maori,Vocational,18,310
57.5,55-59,Male,Europ,NoQual,19,210
27.5,25-29,Male,Europ,Vocational,40,520
32.5,30-34,Male,Maori,School,38,1020
37.5,35-39,Female,Other,Vocational,55,510
37.5,35-39,Female,Pacific,School,16,360
37.5,35-39,Female,Europ,Vocational,20,330
32.5,30-34,Female,Europ,Vocational,18,230
57.5,55-59,Female,Europ,NoQual,4,180
27.5,25-29,Female,Europ,School,39,650
52.5,50-54,Female,Europ,NoQual,26,280
57.5,55-59,Male,Europ,NoQual,37,730
47.5,45-49,Male,Europ,OthPostSec,38,840
27.5,25-29,Male,Europ,School,43,660
37.5,35-39,Male,Europ,BachDeg+,31,1080
62.5,60-64,Male,Europ,OthPostSec,38,740
42.5,40-44,Female,Europ,BachDeg+,8,510
32.5,30-34,Female,Europ,BachDeg+,40,800
52.5,50-54,Male,Europ,Vocational,33,820
37.5,35-39,Male,Other,Vocational,60,970
37.5,35-39,Female,Europ,School,34,720
37.5,35-39,Female,Europ,BachDeg+,40,470
52.5,50-54,Male,Europ,BachDeg+,38,4130
37.5,35-39,Male,Europ,BachDeg+,31,3390
47.5,45-49,Female,MaoriCombin,Vocational,25,260
47.5,45-49,Male,Europ,Vocational,40,1020
37.5,35-39,Female,Pacific,Vocational,34,500
32.5,30-34,Male,Maori,BachDeg+,17,140
57.5,55-59,Male,Other,School,35,400
42.5,40-44,Female,Europ,Vocational,46,880
47.5,45-49,Female,Europ,Vocational,16,180
32.5,30-34,Female,Europ,NoQual,17,500
57.5,55-59,Male,Europ,Vocational,42,690
52.5,50-54,Female,Maori,School,25,600
62.5,60-64,Male,Europ,Vocational,50,1030
32.5,30-34,Male,Europ,School,45,650
47.5,45-49,Male,Europ,Vocational,31,1950
37.5,35-39,Female,Europ,Vocational,40,850
47.5,45-49,Male,Europ,Vocational,53,1040
37.5,35-39,Female,Other,NoQual,94,700
47.5,45-49,Male,Europ,School,41,680
37.5,35-39,Female,Europ,Vocational,40,460
37.5,35-39,Male,Europ,Vocational,40,490
57.5,55-59,Female,Europ,Vocational,40,730
32.5,30-34,Male,Europ,BachDeg+,40,800
37.5,35-39,Female,Europ,Vocational,20,150
37.5,35-39,Male,Europ,Vocational,40,650
47.5,45-49,Male,Europ,NoQual,65,1320
27.5,25-29,Female,Europ,BachDeg+,48,1530
37.5,35-39,Male,Europ,Vocational,40,830
32.5,30-34,Female,Europ,Vocational,40,930
57.5,55-59,Female,Europ,Vocational,12,180
42.5,40-44,Female,Other,School,10,60
37.5,35-39,Male,Europ,Vocational,39,1110
47.5,45-49,Female,Europ,Vocational,24,790
32.5,30-34,Female,Pacific,School,33,570
52.5,50-54,Female,Europ,NoQual,36,1020
