random_ID,Ch_gender,Deprivation,M_age,M_work,F_age,F_work,No_bedrooms,M_years_current_addr,M_owns_residence,M_education,M_work_hours,M_smoke,F_years_current_addr,F_owns_residence,F_education,F_work_hours,F_smoke,Cellphone,Landline,Internet,Hhld_income_cat,Hhld_income_value,No_usual_resdnt,Parents,Ch_Ethnicity,M_Ethnicity,F_Ethnicity,M_benefit,F_benefit
7748,male,1,35,not in LF,34,full_time,3,3,owns,degree,0,never,3,owns,post_grad,45,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7749,female,10,22,not in LF,25,NA,3,2,not_owned,NA,0,never,2,owns,level_4,NA,NA,none,landline,none,NA,NA,5,two,Asian,Asian,Asian,benefit,benefit
7750,male,6,20,unemployed,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,7,22500,3,mother,Pacific,NZEuropean,NA,benefit,benefit
7751,male,7,29,full_time,30,NA,4,0,not_owned,none,32,ex_smoker,0,not_owned,level_2_3,0,smoker,cellphone,landline,internet,13,85000,4,two,Maori,Maori,Pacific,benefit,benefit
7752,male,9,39,not in LF,41,full_time,3,14,not_owned,level_1,NA,smoker,8,not_owned,NA,54,smoker,cellphone,landline,none,14,100000,12,two,Pacific,Pacific,Pacific,benefit,benefit
7753,female,1,40,not in LF,36,full_time,4,1,owns,degree,0,never,2,owns,degree,41,never,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7754,female,6,37,not in LF,37,full_time,4,0,owns,level_2_3,0,never,NA,owns,level_2_3,42,never,cellphone,landline,none,12,60000,6,two,Asian,Asian,Asian,benefit,benefit
7755,male,1,37,part_time,38,full_time,4,3,owns,diploma,0,ex_smoker,3,owns,post_grad,40,never,none,landline,internet,14,100000,5,two,Other,NZEuropean,Other,benefit,benefit
7756,male,8,28,not in LF,29,full_time,3,1,owns,degree,0,ex_smoker,0,owns,level_2_3,39,smoker,cellphone,landline,internet,10,37500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7757,female,7,34,not in LF,NA,NA,3,0,not_owned,none,40,smoker,NA,NA,NA,0,NA,cellphone,landline,none,9,32500,4,mother,Other,Other,NA,benefit,benefit
7758,male,8,22,not in LF,25,NA,2,2,not_owned,NA,0,never,2,owns,NA,60,smoker,cellphone,landline,none,NA,NA,5,two,Asian,Asian,NA,benefit,benefit
7759,male,4,36,part_time,33,full_time,3,0,not_owned,level_2_3,2,never,2,not_owned,none,45,smoker,none,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7760,female,5,36,not in LF,42,full_time,4,5,NA,level_2_3,0,ex_smoker,5,owns,level_1,40,NA,none,none,none,14,100000,5,two,NZEuropean,NA,Pacific,benefit,benefit
7761,female,9,23,part_time,31,full_time,4,0,not_owned,degree,40,never,0,not_owned,degree,60,never,cellphone,landline,internet,13,85000,4,two,Maori,Maori,Maori,benefit,benefit
7762,male,1,30,not in LF,30,full_time,2,0,not_owned,degree,0,ex_smoker,1,not_owned,level_1,54,smoker,cellphone,landline,none,11,45000,3,two,Maori,NZEuropean,Maori,benefit,benefit
7763,male,4,29,NA,NA,NA,4,5,not_owned,NA,0,NA,NA,NA,NA,0,NA,none,landline,internet,7,22500,4,mother,NZEuropean,NA,NA,benefit,benefit
7764,male,5,21,not in LF,NA,NA,4,14,not_owned,level_2_3,NA,ex_smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,9,mother,Maori,NZEuropean,NA,benefit,benefit
7765,female,3,36,not in LF,42,full_time,4,5,owns,level_2_3,0,ex_smoker,5,owns,level_4,38,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7766,female,9,29,NA,29,full_time,5,4,NA,level_1,29,NA,3,not_owned,level_2_3,45,smoker,cellphone,landline,none,14,100000,5,two,NZEuropean,NA,Other,benefit,benefit
7767,female,8,37,not in LF,37,full_time,4,7,owns,level_1,0,ex_smoker,9,owns,diploma,50,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7768,male,9,36,not in LF,40,full_time,3,1,not_owned,level_2_3,0,never,1,not_owned,diploma,40,smoker,none,landline,internet,10,37500,3,two,MELAA,MELAA,MELAA,benefit,benefit
7769,female,9,36,NA,29,NA,4,NA,NA,NA,0,NA,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,4,two,NA,NA,NA,benefit,benefit
7770,female,9,29,part_time,34,full_time,3,6,not_owned,level_1,22,ex_smoker,4,NA,level_1,NA,NA,cellphone,landline,internet,NA,NA,7,two,Maori,Maori,Pacific,benefit,benefit
7771,male,10,37,not in LF,47,full_time,3,7,owns,diploma,0,never,NA,owns,diploma,40,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7772,male,8,18,not in LF,NA,NA,2,0,not_owned,NA,0,never,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,3,mother,Pacific,Pacific,NA,benefit,benefit
7773,male,5,25,not in LF,NA,NA,2,NA,NA,post_grad,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,4,mother,NA,MELAA,NA,benefit,benefit
7774,male,2,30,not in LF,35,full_time,3,3,owns,level_4,0,smoker,3,owns,level_2_3,48,ex_smoker,cellphone,landline,internet,14,100000,4,two,Maori,Maori,Other,benefit,benefit
7775,female,1,31,part_time,31,full_time,3,10,NA,level_2_3,0,ex_smoker,1,owns,degree,43,never,cellphone,landline,internet,NA,NA,5,two,Other,NA,Other,benefit,benefit
7776,female,9,32,not in LF,43,full_time,4,3,owns,level_1,0,never,4,owns,level_2_3,45,ex_smoker,none,landline,internet,14,100000,8,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7777,male,2,37,part_time,42,full_time,3,2,owns,level_2_3,8,smoker,2,owns,level_1,45,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7778,female,6,39,not in LF,39,part_time,3,NA,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,3,two,Other,Other,NA,benefit,benefit
7779,male,10,34,full_time,29,full_time,3,2,not_owned,diploma,40,ex_smoker,0,NA,level_2_3,40,smoker,cellphone,landline,internet,11,45000,4,two,Maori,NZEuropean,Maori,benefit,benefit
7780,female,7,29,not in LF,NA,NA,NA,NA,NA,none,0,never,NA,NA,NA,0,NA,none,none,none,NA,NA,3,mother,NA,NZEuropean,NA,benefit,benefit
7781,female,8,29,not in LF,32,full_time,4,0,not_owned,level_4,0,never,NA,not_owned,none,NA,never,cellphone,landline,internet,NA,NA,9,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7782,male,5,30,not in LF,36,full_time,4,8,owns,degree,0,never,6,owns,degree,45,never,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7783,male,6,30,part_time,35,full_time,4,30,not_owned,level_2_3,0,never,0,not_owned,level_1,60,ex_smoker,cellphone,landline,internet,14,100000,7,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7784,female,2,34,not in LF,39,full_time,3,6,owns,degree,0,never,2,owns,post_grad,36,ex_smoker,cellphone,landline,internet,12,60000,4,two,Asian,NZEuropean,Asian,benefit,benefit
7785,male,7,26,not in LF,36,full_time,3,4,not_owned,level_2_3,0,never,2,not_owned,level_2_3,30,never,cellphone,landline,internet,NA,NA,6,two,Asian,Asian,Asian,benefit,benefit
7786,female,9,32,NA,37,NA,3,2,owns,post_grad,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,NA,benefit,benefit
7787,female,10,NA,NA,40,not in LF,3,NA,NA,NA,0,NA,7,not_owned,level_1,0,never,none,none,none,10,37500,8,father,Maori,NA,Maori,benefit,benefit
7788,female,4,35,not in LF,41,full_time,3,10,owns,level_4,0,never,10,owns,diploma,38,never,cellphone,landline,internet,8,27500,5,two,Other,Other,Other,benefit,benefit
7789,female,8,17,not in LF,NA,NA,3,7,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,13,85000,6,mother,Maori,Maori,NA,benefit,benefit
7790,male,7,36,not in LF,NA,NA,3,1,not_owned,diploma,0,never,NA,NA,NA,0,NA,none,landline,internet,6,17500,4,mother,Asian,Asian,NA,benefit,benefit
7791,female,10,29,not in LF,NA,NA,3,1,not_owned,none,0,NA,NA,NA,NA,0,NA,none,none,none,NA,NA,5,mother,Maori,Maori,NA,benefit,benefit
7792,male,2,31,not in LF,33,full_time,3,5,owns,degree,0,never,5,owns,diploma,40,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7793,male,8,26,part_time,43,not in LF,3,2,not_owned,degree,0,never,3,owns,level_4,0,never,cellphone,landline,internet,14,100000,3,two,Maori,Maori,NZEuropean,benefit,benefit
7794,male,8,21,not in LF,22,full_time,4,NA,not_owned,level_1,0,never,1,not_owned,level_2_3,52,never,cellphone,landline,internet,NA,NA,8,two,Maori,Maori,Maori,benefit,benefit
7795,male,9,22,not in LF,27,unemployed,2,0,not_owned,none,0,never,0,not_owned,level_2_3,0,never,cellphone,landline,internet,NA,NA,10,two,Asian,Asian,Asian,benefit,benefit
7796,female,1,37,not in LF,39,full_time,3,8,owns,diploma,0,NA,5,owns,degree,47,never,cellphone,landline,internet,14,100000,5,two,Asian,Asian,Asian,benefit,benefit
7797,female,10,23,not in LF,NA,NA,4,5,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,11,45000,7,mother,Maori,Maori,NA,benefit,benefit
7798,female,3,35,not in LF,32,full_time,4,4,owns,degree,0,ex_smoker,0,owns,post_grad,41,never,cellphone,landline,internet,14,100000,4,two,Asian,Asian,NZEuropean,benefit,benefit
7799,female,7,37,full_time,NA,NA,4,0,not_owned,level_2_3,35,never,NA,NA,NA,0,NA,cellphone,landline,internet,11,45000,6,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7800,male,9,31,full_time,29,NA,4,5,owns,diploma,35,never,NA,NA,level_2_3,0,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,Maori,benefit,benefit
7801,male,9,35,not in LF,43,full_time,3,0,not_owned,none,0,never,0,not_owned,level_2_3,NA,never,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7802,male,6,31,part_time,38,full_time,3,2,not_owned,degree,45,NA,3,not_owned,level_4,50,smoker,cellphone,landline,internet,11,45000,3,two,Maori,Maori,Maori,benefit,benefit
7803,female,9,NA,NA,44,NA,3,NA,NA,NA,0,NA,6,NA,NA,40,never,none,landline,none,NA,NA,10,father,NA,NA,Other,benefit,benefit
7804,male,10,34,not in LF,NA,NA,3,0,not_owned,diploma,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,13,85000,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7805,female,10,37,not in LF,33,full_time,4,3,not_owned,level_2_3,0,never,6,not_owned,level_2_3,40,never,cellphone,landline,none,10,37500,8,two,Pacific,Pacific,Pacific,benefit,benefit
7806,male,2,31,part_time,39,full_time,4,2,owns,level_4,15,never,4,owns,degree,38,ex_smoker,cellphone,landline,internet,12,60000,4,two,Other,Other,Other,benefit,benefit
7807,female,4,19,not in LF,NA,NA,4,7,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,7,22500,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7808,female,9,28,not in LF,27,unemployed,3,0,NA,none,0,smoker,NA,NA,NA,0,ex_smoker,cellphone,none,none,7,22500,6,two,Maori,Maori,Maori,benefit,benefit
7809,female,1,28,not in LF,32,full_time,3,0,not_owned,degree,0,never,0,not_owned,post_grad,40,never,none,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,Other,benefit,benefit
7810,male,10,22,not in LF,NA,NA,3,0,NA,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,landline,none,12,60000,8,mother,Pacific,Pacific,NA,benefit,benefit
7811,male,3,32,not in LF,34,full_time,2,0,not_owned,level_2_3,0,never,0,not_owned,level_1,50,ex_smoker,cellphone,landline,internet,12,60000,6,two,Pacific,NZEuropean,Pacific,benefit,benefit
7812,male,9,23,not in LF,NA,NA,3,0,not_owned,none,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,4,7500,4,mother,Pacific,Pacific,NA,benefit,benefit
7813,male,5,22,not in LF,23,full_time,3,0,not_owned,level_2_3,0,smoker,2,not_owned,level_2_3,NA,smoker,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7814,female,4,23,not in LF,26,not in LF,3,7,not_owned,level_1,0,never,2,not_owned,NA,0,never,cellphone,landline,none,NA,NA,7,two,Pacific,NA,Pacific,benefit,benefit
7815,female,7,28,not in LF,34,full_time,2,2,owns,level_1,12,smoker,NA,owns,level_1,40,ex_smoker,cellphone,none,internet,12,60000,5,two,Maori,Maori,Maori,benefit,benefit
7816,female,3,31,not in LF,43,NA,6,9,owns,level_2_3,0,never,3,owns,level_2_3,0,NA,cellphone,landline,internet,NA,NA,8,two,Asian,Asian,Asian,benefit,benefit
7817,female,2,22,not in LF,NA,NA,3,0,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7818,male,9,24,not in LF,NA,NA,3,3,not_owned,level_2_3,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,5,12500,5,mother,Pacific,Pacific,NA,benefit,benefit
7819,male,5,35,full_time,46,part_time,4,5,owns,NA,NA,ex_smoker,6,owns,level_1,NA,ex_smoker,cellphone,landline,none,NA,NA,3,two,Maori,Maori,Maori,benefit,benefit
7820,male,10,37,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,5,12500,3,mother,Maori,NZEuropean,NA,benefit,benefit
7821,female,8,20,full_time,36,part_time,4,3,not_owned,none,9,never,1,not_owned,level_4,10,never,cellphone,landline,internet,NA,NA,8,two,Pacific,Pacific,Pacific,benefit,benefit
7822,female,1,33,not in LF,43,full_time,4,4,owns,NA,0,never,4,owns,level_2_3,40,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7823,male,4,34,not in LF,31,full_time,3,3,owns,level_2_3,0,never,5,owns,level_4,45,smoker,cellphone,landline,internet,12,60000,4,two,Maori,NZEuropean,Maori,benefit,benefit
7824,male,4,33,not in LF,36,NA,3,6,owns,level_1,0,ex_smoker,2,NA,level_2_3,0,smoker,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,NA,benefit,benefit
7825,male,6,36,full_time,NA,NA,4,0,not_owned,level_2_3,35,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,4,mother,Other,Other,NA,benefit,benefit
7826,male,6,32,not in LF,37,NA,6,2,not_owned,none,0,smoker,NA,not_owned,NA,40,NA,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NA,benefit,benefit
7827,male,1,35,not in LF,39,full_time,3,5,owns,degree,0,never,5,owns,degree,40,never,cellphone,landline,internet,13,85000,4,two,Other,Other,Other,benefit,benefit
7828,male,9,24,not in LF,27,full_time,3,NA,NA,NA,0,NA,2,not_owned,none,50,ex_smoker,cellphone,landline,none,NA,NA,4,two,Asian,Maori,Asian,benefit,benefit
7829,female,6,26,not in LF,33,not in LF,4,0,not_owned,NA,0,never,0,not_owned,none,0,smoker,cellphone,landline,internet,NA,NA,4,two,Asian,Asian,NZEuropean,benefit,benefit
7830,male,4,29,not in LF,30,full_time,2,4,not_owned,none,0,ex_smoker,5,not_owned,level_4,38,never,cellphone,landline,internet,12,60000,4,two,Maori,Maori,Maori,benefit,benefit
7831,female,2,36,full_time,43,full_time,4,4,owns,degree,40,never,NA,owns,diploma,40,never,cellphone,landline,internet,14,100000,4,two,Maori,Maori,NZEuropean,benefit,benefit
7832,male,6,18,not in LF,32,full_time,3,4,not_owned,level_1,0,ex_smoker,0,not_owned,level_1,50,never,cellphone,landline,internet,12,60000,7,two,Maori,NZEuropean,NZEuropean,benefit,benefit
7833,male,3,26,not in LF,30,full_time,3,3,owns,level_2_3,0,smoker,2,owns,diploma,50,ex_smoker,cellphone,none,none,10,37500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7834,male,6,32,part_time,36,full_time,3,0,not_owned,level_1,10,ex_smoker,3,not_owned,level_2_3,50,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7835,female,7,36,not in LF,40,unemployed,3,1,not_owned,NA,0,never,1,not_owned,NA,14,never,cellphone,landline,internet,11,45000,7,two,Asian,Asian,Asian,benefit,benefit
7836,male,9,31,not in LF,28,not in LF,3,1,not_owned,degree,0,smoker,NA,NA,NA,0,NA,none,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7837,male,4,29,not in LF,34,full_time,4,0,NA,level_1,0,ex_smoker,0,owns,level_4,40,ex_smoker,cellphone,landline,internet,NA,NA,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7838,male,7,35,full_time,35,full_time,3,7,owns,diploma,40,ex_smoker,7,owns,level_2_3,50,ex_smoker,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7839,male,1,25,part_time,31,full_time,4,3,not_owned,degree,25,never,3,not_owned,level_2_3,60,never,none,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7840,male,6,26,not in LF,33,full_time,4,0,owns,level_2_3,0,never,0,owns,diploma,50,never,cellphone,landline,internet,6,17500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7841,male,3,22,not in LF,NA,NA,4,0,not_owned,level_2_3,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,6,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7842,male,2,36,not in LF,38,full_time,4,1,owns,degree,0,never,0,owns,degree,50,never,cellphone,landline,internet,14,100000,4,two,Other,Other,Other,benefit,benefit
7843,female,1,36,not in LF,30,full_time,3,2,not_owned,diploma,0,never,3,not_owned,degree,65,never,cellphone,landline,internet,13,85000,3,two,Maori,Maori,NZEuropean,benefit,benefit
7844,female,6,22,not in LF,29,full_time,3,NA,not_owned,post_grad,8,smoker,0,not_owned,diploma,44,smoker,cellphone,landline,none,13,85000,4,two,Maori,Maori,NZEuropean,benefit,benefit
7845,female,8,32,not in LF,31,full_time,2,3,not_owned,degree,0,ex_smoker,3,not_owned,level_2_3,37,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7846,female,9,24,not in LF,27,full_time,3,2,owns,level_4,0,ex_smoker,2,owns,level_2_3,40,ex_smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7847,male,4,36,not in LF,43,full_time,3,0,not_owned,NA,0,ex_smoker,14,owns,level_4,50,never,cellphone,landline,internet,NA,NA,5,two,Other,NZEuropean,Other,benefit,benefit
7848,male,8,19,not in LF,25,not in LF,3,0,not_owned,none,0,smoker,NA,not_owned,NA,0,NA,cellphone,none,none,NA,NA,4,two,Maori,Maori,NA,benefit,benefit
7849,male,8,29,not in LF,34,not in LF,2,1,not_owned,degree,0,never,1,not_owned,level_2_3,0,never,cellphone,landline,internet,NA,NA,3,two,Asian,Asian,Asian,benefit,benefit
7850,male,7,37,not in LF,37,full_time,3,NA,owns,NA,0,ex_smoker,5,owns,post_grad,45,NA,cellphone,landline,internet,14,100000,3,two,NZEuropean,NA,NZEuropean,benefit,benefit
7851,female,3,31,not in LF,34,full_time,3,0,owns,level_2_3,0,NA,2,owns,diploma,40,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7852,female,6,28,not in LF,28,full_time,3,4,owns,degree,0,never,NA,owns,diploma,44,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7853,female,7,24,full_time,27,full_time,3,2,owns,level_2_3,45,NA,1,owns,level_1,NA,NA,cellphone,landline,none,8,27500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7854,female,10,27,not in LF,36,full_time,3,5,not_owned,NA,0,never,5,not_owned,level_2_3,40,never,cellphone,none,none,8,27500,6,two,Pacific,Pacific,Pacific,benefit,benefit
7855,female,4,20,not in LF,NA,NA,4,1,not_owned,none,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,11,45000,5,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7856,male,10,36,not in LF,43,NA,4,7,owns,NA,0,NA,3,not_owned,level_4,0,NA,none,none,none,NA,NA,8,two,Pacific,NA,Pacific,benefit,benefit
7857,male,6,40,full_time,42,full_time,4,NA,owns,degree,40,never,60,owns,degree,55,never,none,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7858,female,10,19,unemployed,NA,NA,5,0,not_owned,level_2_3,0,NA,NA,NA,NA,0,NA,none,landline,none,NA,NA,10,mother,Pacific,Pacific,NA,benefit,benefit
7859,male,6,29,not in LF,31,full_time,3,2,not_owned,level_2_3,0,never,2,not_owned,post_grad,40,never,cellphone,landline,internet,NA,NA,3,two,MELAA,MELAA,MELAA,benefit,benefit
7860,female,7,35,NA,34,full_time,3,10,owns,level_2_3,0,never,7,owns,level_4,40,ex_smoker,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7861,female,7,26,not in LF,33,full_time,2,0,owns,diploma,0,never,0,owns,degree,45,never,cellphone,landline,internet,3,2500,5,two,Asian,Asian,Asian,benefit,benefit
7862,male,3,27,not in LF,30,full_time,3,3,not_owned,NA,0,smoker,0,owns,diploma,80,ex_smoker,none,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7863,male,7,20,full_time,17,full_time,5,0,not_owned,level_2_3,15,smoker,0,not_owned,NA,66,never,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,Maori,benefit,benefit
7864,female,6,31,full_time,32,full_time,3,3,owns,level_4,38,ex_smoker,4,owns,level_2_3,39,ex_smoker,cellphone,landline,internet,13,85000,4,two,Maori,NZEuropean,Maori,benefit,benefit
7865,male,3,20,part_time,NA,NA,1,0,not_owned,NA,4,never,NA,NA,NA,0,NA,cellphone,landline,none,7,22500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
7866,male,10,41,full_time,33,full_time,3,3,owns,none,60,never,1,not_owned,level_2_3,48,never,none,landline,none,8,27500,7,two,Asian,Asian,Asian,benefit,benefit
7867,female,7,32,not in LF,38,unemployed,2,0,not_owned,level_2_3,0,never,0,not_owned,post_grad,NA,never,none,landline,none,NA,NA,4,two,MELAA,MELAA,MELAA,benefit,benefit
7868,male,1,18,part_time,35,full_time,4,4,not_owned,level_2_3,0,ex_smoker,1,not_owned,level_1,42,ex_smoker,cellphone,landline,internet,12,60000,7,two,NZEuropean,Asian,NZEuropean,benefit,benefit
7869,female,6,22,not in LF,35,full_time,3,2,not_owned,level_2_3,0,ex_smoker,2,not_owned,level_4,40,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7870,male,9,27,not in LF,34,not in LF,4,1,not_owned,none,0,smoker,0,not_owned,none,0,smoker,cellphone,landline,none,NA,NA,8,two,Maori,Maori,Maori,benefit,benefit
7871,female,10,26,not in LF,27,full_time,3,0,owns,level_2_3,0,ex_smoker,0,owns,level_4,50,never,cellphone,landline,internet,14,100000,3,two,Maori,NZEuropean,Maori,benefit,benefit
7872,male,4,28,not in LF,38,full_time,3,0,not_owned,level_1,0,ex_smoker,0,not_owned,none,54,ex_smoker,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7873,male,5,32,NA,NA,NA,3,0,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,5,12500,4,mother,NZEuropean,NA,NA,benefit,benefit
7874,male,9,29,not in LF,45,not in LF,3,3,not_owned,none,0,never,3,not_owned,none,0,never,none,landline,none,12,60000,4,two,Asian,Asian,Asian,benefit,benefit
7875,female,6,36,not in LF,31,full_time,3,NA,NA,none,0,NA,0,owns,level_4,64,never,cellphone,landline,internet,13,85000,4,two,Maori,Maori,NZEuropean,benefit,benefit
7876,male,7,33,part_time,35,full_time,3,2,owns,level_2_3,NA,never,2,owns,level_1,52,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7877,male,3,31,part_time,32,full_time,4,0,owns,degree,20,never,0,owns,diploma,48,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7878,male,5,35,part_time,31,full_time,3,2,not_owned,level_1,4,smoker,2,not_owned,level_2_3,80,ex_smoker,cellphone,landline,none,10,37500,5,two,Maori,Maori,Other,benefit,benefit
7879,female,9,39,not in LF,28,not in LF,2,2,not_owned,level_2_3,0,never,0,not_owned,NA,46,never,cellphone,landline,internet,NA,NA,6,two,Pacific,Pacific,Pacific,benefit,benefit
7880,female,8,23,unemployed,36,full_time,5,NA,not_owned,NA,0,never,0,not_owned,degree,40,smoker,cellphone,landline,none,6,17500,9,two,Pacific,Pacific,Pacific,benefit,benefit
7881,female,6,32,not in LF,31,full_time,3,0,owns,degree,0,never,2,owns,degree,40,never,cellphone,landline,none,12,60000,6,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7882,male,3,32,not in LF,29,full_time,4,0,owns,degree,0,never,0,owns,level_2_3,52,never,cellphone,landline,internet,12,60000,3,two,Maori,Maori,NZEuropean,benefit,benefit
7883,female,1,41,not in LF,53,full_time,5,11,owns,level_4,0,never,NA,NA,level_2_3,45,ex_smoker,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NA,benefit,benefit
7884,male,8,30,not in LF,33,full_time,4,0,not_owned,level_2_3,0,smoker,0,not_owned,NA,60,ex_smoker,cellphone,landline,internet,14,100000,6,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7885,male,6,28,not in LF,37,full_time,3,0,owns,level_2_3,0,never,1,owns,level_2_3,55,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
7886,male,8,20,not in LF,NA,NA,2,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,11,45000,6,mother,Maori,Maori,NA,benefit,benefit
7887,female,8,29,not in LF,31,full_time,3,6,not_owned,level_1,0,never,6,not_owned,none,40,NA,cellphone,landline,none,NA,NA,6,two,Pacific,Pacific,Pacific,benefit,benefit
7888,female,5,33,full_time,34,full_time,3,16,not_owned,level_1,0,NA,10,not_owned,NA,NA,smoker,cellphone,landline,internet,NA,NA,6,two,Maori,NZEuropean,Maori,benefit,benefit
7889,male,5,36,part_time,40,full_time,3,1,not_owned,level_2_3,60,never,0,not_owned,level_2_3,60,ex_smoker,cellphone,landline,internet,13,85000,7,two,Asian,Asian,Asian,benefit,benefit
7890,female,8,20,not in LF,NA,NA,3,0,not_owned,level_1,0,NA,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,4,mother,Maori,Pacific,NA,benefit,benefit
