ethnicity,region,sex,agegrp,qualification,occupation,hours,income
European,Auckland,female,60,degree,professional,8,203
European,Auckland,male,50,school,professional,40,1001
European,Waikato,female,35,vocational,professional,40,863
European,Wellington,female,25,vocational,professional,0,154
European,Auckland,female,45,degree,professional,30,1195
European,Auckland,female,20,degree,professional,9,271
European,Wellington,male,65,degree,professional,3.5,113
European,BoP,male,30,degree,professional,0,391
European,Wellington,male,60,degree,professional,0,1477
European,Christchurch,female,40,other,professional,40,1055
European,Wellington,female,35,degree,professional,40,1062
European,Wellington,male,45,degree,professional,47.5,2015
European,Auckland,female,25,degree,professional,40,1144
European,Christchurch,female,45,degree,professional,50,988
European,Wellington,male,25,degree,professional,50,975
European,Christchurch,female,45,degree,professional,45,1027
European,Manawatu,male,40,other,professional,40,1308
European,Manawatu,male,35,degree,professional,48,1122
European,Auckland,female,55,vocational,professional,41.5,1266
European,Nelson,male,30,degree,professional,0,3364
European,Northland,female,50,degree,professional,30,878
European,Auckland,female,30,vocational,professional,40,1962
European,Auckland,male,60,vocational,professional,0,1384
European,Auckland,female,65,none,professional,16,284
European,Christchurch,female,25,vocational,professional,40,898
European,Manawatu,male,50,degree,professional,0,2613
European,Auckland,male,35,degree,professional,40,1814
European,BoP,male,20,degree,professional,50,1306
European,Auckland,male,25,vocational,professional,40,1119
European,Auckland,female,45,vocational,professional,5,649
European,Christchurch,male,25,vocational,professional,43,529
European,Taranaki,male,50,vocational,professional,40,1260
European,Wellington,female,40,degree,professional,21,423
European,Wellington,female,25,degree,professional,37.5,1114
European,Christchurch,male,55,school,professional,0,1437
European,Christchurch,female,60,degree,professional,30,428
European,Wellington,female,30,degree,professional,44,713
European,Wellington,male,30,degree,professional,2,50
European,Otago,female,50,vocational,professional,40,1224
European,Auckland,female,45,vocational,professional,20,922
European,Auckland,female,50,degree,professional,16,304
European,Manawatu,female,60,degree,professional,40,2743
European,Gisborne,female,55,degree,professional,30,865
European,Waikato,female,30,degree,professional,12,348
European,Christchurch,female,40,other,professional,0,633
European,Manawatu,male,50,vocational,professional,0,0
European,Auckland,female,20,vocational,professional,40,436
European,Waikato,male,20,vocational,professional,44,2250
European,Manawatu,female,45,vocational,professional,55,380
European,Christchurch,male,35,degree,professional,0,783
European,Wellington,male,50,degree,professional,40,1350
European,Auckland,male,50,degree,professional,40,3576
European,Wellington,male,20,school,professional,40,777
European,Nelson,female,35,vocational,professional,40,660
European,Wellington,female,35,vocational,professional,37,897
European,Auckland,female,35,vocational,professional,7,229
European,Christchurch,male,50,vocational,professional,0,1217
European,Nelson,male,30,degree,professional,40,829
European,Waikato,female,40,degree,professional,37,1252
European,Southland,male,20,school,professional,25,750
European,Manawatu,female,20,school,professional,37,713
European,Northland,male,60,degree,professional,10,259
European,Wellington,male,60,degree,professional,38,814
European,Auckland,female,35,other,professional,40,1261
European,Auckland,female,55,vocational,professional,0,-1055
European,Waikato,male,55,vocational,professional,0,514
European,Auckland,male,40,vocational,professional,40,1857
European,Auckland,female,25,degree,professional,37.5,467
European,Gisborne,male,25,vocational,professional,40,932
European,Christchurch,male,40,school,professional,40,1631
European,Christchurch,male,55,other,professional,0,823
European,Manawatu,female,55,degree,professional,4,47
European,Christchurch,female,30,degree,professional,24,672
European,Northland,male,50,vocational,professional,50,669
European,Auckland,male,25,vocational,professional,48,1554
European,Auckland,male,40,degree,professional,0,2589
European,BoP,male,40,vocational,professional,13,288
European,Nelson,female,40,degree,professional,45,1780
European,Christchurch,female,50,none,professional,6,82
European,Waikato,female,40,vocational,professional,37,1481
European,Christchurch,male,25,none,professional,0,690
European,Auckland,female,45,vocational,professional,37,813
European,Wellington,female,20,vocational,professional,8,94
European,Wellington,female,45,degree,professional,10,421
European,Christchurch,female,50,vocational,professional,32,1179
European,Auckland,male,45,degree,professional,40,4783
European,Auckland,male,45,degree,professional,42.5,1564
European,Otago,male,45,degree,professional,40,880
European,Wellington,male,40,degree,professional,35,1231
European,Auckland,male,35,degree,professional,40,2536
European,Christchurch,female,30,degree,professional,0,345
European,Nelson,female,35,vocational,professional,24,440
European,Wellington,female,30,degree,professional,46,2285
European,Gisborne,male,20,degree,professional,40,812
European,Christchurch,female,60,vocational,professional,40,1161
European,Wellington,female,45,degree,professional,0,425
European,Wellington,male,35,degree,professional,50,2470
European,Otago,male,45,degree,professional,15,813
European,Taranaki,male,65,none,professional,0,802
European,Christchurch,female,25,degree,professional,34,958
European,Otago,female,50,vocational,professional,13,366
European,Otago,female,35,degree,professional,27,722
European,Auckland,female,15,school,professional,40,514
European,Auckland,female,30,degree,professional,40,1178
European,Auckland,male,55,other,professional,0,1122
European,Wellington,male,25,vocational,professional,45,2339
European,Auckland,male,40,degree,professional,48,1350
European,Auckland,male,45,degree,professional,60,387
European,Nelson,female,40,degree,professional,0,738
European,Nelson,female,45,vocational,professional,32,1714
European,BoP,male,40,vocational,professional,37,653
European,Auckland,male,45,degree,professional,40,3390
European,Auckland,female,65,vocational,professional,16,818
European,Christchurch,male,60,degree,professional,40,1900
European,Auckland,female,50,vocational,professional,37,733
European,Auckland,female,40,degree,professional,25,169
European,Wellington,female,15,vocational,professional,0,406
European,Auckland,male,45,degree,professional,45,990
European,Otago,female,30,vocational,professional,35,1319
European,Wellington,female,25,school,professional,37,1077
European,Christchurch,female,60,degree,professional,37.5,1609
European,Auckland,male,55,degree,professional,40,656
European,Auckland,female,35,degree,professional,40,1261
European,Wellington,male,25,degree,professional,42,1260
European,Christchurch,male,45,degree,professional,0,784
European,Auckland,female,35,degree,professional,36,2712
European,Wellington,male,35,degree,professional,34.5,642
European,Christchurch,male,40,vocational,professional,0,604
European,Wellington,female,25,degree,professional,0,738
European,Gisborne,male,40,school,professional,45,2848
European,Nelson,female,40,degree,professional,5,121
European,Christchurch,female,20,vocational,professional,40,450
European,Waikato,female,55,vocational,professional,7.5,1916
European,Auckland,male,55,school,professional,47.5,941
European,Christchurch,female,45,vocational,professional,16.5,704
European,Auckland,female,30,vocational,professional,40,570
European,Wellington,female,25,degree,professional,40,504
European,Wellington,female,55,degree,professional,31.5,638
European,Waikato,female,40,vocational,professional,3,119
European,Auckland,male,40,degree,professional,37.5,1655
European,Wellington,female,30,degree,professional,0,343
European,Otago,male,30,degree,professional,40,829
European,Gisborne,male,60,vocational,professional,0,1133
European,Auckland,female,30,degree,professional,37.5,1639
European,Wellington,female,50,degree,professional,38,547
European,Christchurch,male,35,other,professional,42.5,1111
European,Taranaki,male,40,degree,professional,55,1415
European,Gisborne,male,65,none,professional,45,2425
European,Otago,female,60,degree,professional,40,606
European,Christchurch,female,50,vocational,professional,35,1364
European,Auckland,female,20,degree,professional,40,1121
European,Christchurch,female,40,degree,professional,40,1857
European,Auckland,female,55,school,professional,13,292
European,Taranaki,female,50,vocational,professional,0,276
European,Auckland,female,25,degree,professional,32,1124
European,Auckland,male,60,degree,professional,40,4783
European,Otago,male,35,degree,professional,42,915
European,Christchurch,female,50,degree,professional,22,1083
European,Christchurch,female,35,vocational,professional,40,840
European,Auckland,female,45,vocational,professional,37,743
European,Christchurch,female,55,degree,professional,0,158
European,Otago,male,45,school,professional,40,1466
European,Waikato,female,50,other,professional,40,3884
European,Auckland,male,60,other,professional,70,5558
European,Auckland,male,55,degree,professional,40,1916
European,Nelson,female,15,school,professional,20,323
European,Auckland,male,65,none,professional,0,485
European,Christchurch,male,20,none,professional,40,1519
European,Nelson,male,20,vocational,professional,18.5,734
European,BoP,female,60,vocational,professional,39.5,1322
European,Auckland,female,40,degree,professional,30,1363
European,Waikato,female,50,degree,professional,40,1544
European,Manawatu,male,30,other,professional,32,1276
European,Southland,female,55,degree,professional,0,2083
European,Otago,male,35,other,professional,27.5,518
European,Wellington,female,40,vocational,professional,30,863
European,Wellington,male,25,degree,professional,37.5,901
European,Christchurch,male,40,other,professional,0,604
European,Christchurch,female,20,degree,professional,48,792
European,Manawatu,male,55,vocational,professional,55,1477
European,Waikato,female,55,degree,professional,40,829
European,Taranaki,male,45,degree,professional,0,422
European,Wellington,female,45,degree,professional,37.5,1273
European,Wellington,male,35,school,professional,40,2203
European,Auckland,male,50,vocational,professional,0,633
European,Auckland,female,40,school,professional,10,363
European,Christchurch,male,25,vocational,professional,40,1381
European,Auckland,female,55,degree,professional,28,1656
European,Waikato,male,35,degree,professional,40,2054
European,Christchurch,female,20,degree,professional,27,524
European,Auckland,female,60,degree,professional,37,530
European,BoP,female,30,other,professional,0,103
European,Auckland,male,45,degree,professional,8,530
European,Wellington,female,55,degree,professional,0,-211
European,Wellington,female,25,degree,professional,40,864
European,Waikato,male,25,vocational,professional,30,1372
European,Christchurch,female,60,vocational,professional,37,1020
European,Auckland,female,35,school,professional,50,1906
European,Nelson,female,40,degree,professional,0,1484
European,Christchurch,female,25,degree,professional,40,1139
European,Auckland,male,50,vocational,professional,40,867
European,Auckland,female,60,degree,professional,0,406
European,Manawatu,female,25,degree,professional,16,722
European,Auckland,male,30,other,professional,42,680
European,Auckland,male,55,school,professional,41.5,911
European,Waikato,female,55,vocational,professional,40,1080
European,Christchurch,female,50,degree,professional,18.5,941
European,Manawatu,male,45,degree,professional,40,1174
European,Manawatu,male,60,vocational,professional,40,2090
European,Northland,female,45,vocational,professional,30,1084
European,Christchurch,female,45,degree,professional,0,299
European,Taranaki,female,50,degree,professional,27,785
European,Nelson,female,35,degree,professional,45,1481
European,Christchurch,female,30,other,professional,13,483
European,Auckland,male,55,degree,professional,40,2292
European,Auckland,male,45,degree,professional,49,3546
European,Wellington,male,30,degree,professional,24.5,1147
European,Northland,male,55,vocational,professional,40,928
European,Otago,male,30,vocational,professional,18,998
European,Waikato,female,55,degree,professional,37,1053
European,Otago,male,65,vocational,professional,16.5,832
European,Nelson,male,40,vocational,professional,48,1711
European,Christchurch,male,30,degree,professional,37,2532
European,Auckland,female,40,degree,professional,16,656
European,Auckland,female,30,vocational,professional,41.5,1359
European,Wellington,female,60,vocational,professional,30,730
European,Christchurch,male,55,degree,professional,40,1055
European,Waikato,female,20,degree,professional,14,492
European,Auckland,female,30,degree,professional,18,460
European,Auckland,female,55,vocational,professional,6,273
European,Christchurch,male,45,vocational,professional,34.5,1572
European,Auckland,male,35,degree,professional,47,1469
European,Auckland,female,30,degree,professional,24,-69
European,Wellington,female,65,degree,professional,40,1783
European,Auckland,female,35,degree,professional,40,1797
European,Manawatu,female,25,degree,professional,12.5,180
European,BoP,female,30,degree,professional,3,81
European,Taranaki,male,40,school,professional,37,1037
European,Auckland,female,55,degree,professional,32,963
European,Wellington,female,45,degree,professional,40,901
European,Manawatu,male,60,degree,professional,0,1303
European,Auckland,male,45,school,professional,6,108
European,Christchurch,female,50,degree,professional,60,4169
European,BoP,male,45,degree,professional,56,1663
European,Northland,male,55,vocational,professional,37.5,1082
European,Christchurch,female,30,none,professional,20,550
European,Christchurch,female,55,degree,professional,40,1118
European,Waikato,female,55,vocational,professional,43,1121
European,Auckland,female,45,vocational,professional,40,1139
European,Auckland,female,25,vocational,professional,24,660
European,Christchurch,female,35,vocational,professional,13,1104
European,Auckland,female,30,degree,professional,20,503
European,Waikato,female,50,vocational,professional,40,561
European,Auckland,female,20,degree,professional,50,1060
European,Christchurch,female,30,degree,professional,30,1445
European,Manawatu,male,55,degree,professional,18.5,-211
European,Gisborne,female,35,degree,professional,37.5,1246
European,Auckland,female,30,degree,professional,38,1086
European,Christchurch,female,50,vocational,professional,30,1511
European,Christchurch,female,25,school,professional,32,520
European,Auckland,male,35,vocational,professional,41.5,1986
European,BoP,female,50,vocational,professional,38,478
European,Auckland,female,30,degree,professional,32,1152
European,Christchurch,female,55,degree,professional,40,1166
European,Auckland,male,25,vocational,professional,40,603
European,Auckland,female,50,degree,professional,22,371
European,Waikato,male,40,degree,professional,0,1050
European,Christchurch,male,25,other,professional,0,542
European,Auckland,male,40,vocational,professional,32,1131
European,Auckland,female,35,degree,professional,32,446
European,Southland,male,30,vocational,professional,40,1962
European,Manawatu,male,50,vocational,professional,40,880
European,Christchurch,male,30,vocational,professional,40,552
European,Waikato,female,40,degree,professional,0,1061
European,Wellington,male,45,degree,professional,50,1406
European,Auckland,male,40,degree,professional,40,2479
European,Nelson,male,55,degree,professional,52,2190
European,Manawatu,female,20,degree,professional,40,630
European,Wellington,male,30,degree,professional,45,932
European,Gisborne,male,35,vocational,professional,47,1332
European,Auckland,male,60,degree,professional,40,1899
European,Christchurch,female,25,degree,professional,1,18
European,Otago,female,35,vocational,professional,42,277
European,Wellington,male,30,degree,professional,30,364
European,Manawatu,male,45,degree,professional,50,1430
European,Auckland,male,35,degree,professional,40,1185
European,Auckland,female,55,degree,professional,40,1226
European,Wellington,male,45,degree,professional,0,958
European,Waikato,male,60,none,professional,40,1503
European,Auckland,female,45,degree,professional,30,1412
European,Christchurch,female,65,none,professional,0,5
European,Wellington,male,25,degree,professional,40,558
European,Otago,male,65,none,professional,0,1477
European,Auckland,female,30,degree,professional,12,324
European,Wellington,female,20,school,professional,5,58
European,Auckland,male,45,degree,professional,40,3073
European,Manawatu,male,25,degree,professional,37.5,780
European,Wellington,male,35,other,professional,60,1763
European,BoP,female,45,vocational,professional,25,609
European,Wellington,male,50,degree,professional,40,792
European,Auckland,female,40,degree,professional,4,203
European,Christchurch,female,50,vocational,professional,4,137
European,Auckland,female,25,degree,professional,16,232
European,BoP,female,20,degree,professional,40,1199
European,Wellington,male,40,degree,professional,0,-1688
European,Christchurch,female,60,none,professional,14,461
European,Christchurch,male,25,none,professional,21,567
European,Waikato,female,35,vocational,professional,16,242
European,Waikato,female,30,school,professional,40,1174
European,Auckland,male,30,degree,professional,37.5,899
European,Waikato,male,20,degree,professional,40,614
European,Otago,female,20,school,professional,9,138
European,Otago,female,40,vocational,professional,15,958
European,Auckland,male,60,vocational,professional,40,2244
European,Wellington,male,55,degree,professional,47,1784
European,Wellington,female,60,vocational,professional,45,810
European,Auckland,female,30,degree,professional,38,1006
European,Christchurch,female,30,degree,professional,35,656
European,Otago,female,40,vocational,professional,35,953
European,Auckland,female,45,none,professional,15,326
European,Christchurch,male,55,degree,professional,47.5,1975
European,Christchurch,male,60,vocational,professional,40,644
European,Nelson,female,55,degree,professional,50,1217
European,Christchurch,male,50,vocational,professional,40,863
European,Auckland,female,50,school,professional,5,295
European,Auckland,male,20,degree,professional,15,210
European,Waikato,male,45,none,professional,40,844
European,Auckland,male,25,degree,professional,37.5,578
European,Auckland,male,35,school,professional,48,2519
European,Auckland,female,65,school,professional,37.5,1342
European,Christchurch,female,30,degree,professional,40,1013
European,Christchurch,female,50,degree,professional,47.5,1347
European,Waikato,female,45,vocational,professional,49,1654
European,Nelson,female,50,degree,professional,37.5,1578
European,BoP,male,50,degree,professional,40,887
European,Waikato,female,60,vocational,professional,8,536
European,Wellington,female,30,vocational,professional,0,1307
European,Waikato,male,35,degree,professional,35,1355
European,Auckland,female,35,degree,professional,40,1435
European,Nelson,female,50,vocational,professional,18.5,569
European,Auckland,male,40,degree,professional,40,1174
European,Manawatu,male,45,none,professional,50,1191
European,Auckland,female,30,other,professional,40,693
European,Otago,female,15,none,professional,20,264
European,Wellington,male,55,degree,professional,55,2020
European,Wellington,female,30,vocational,professional,40,829
European,Christchurch,female,60,none,professional,35,539
European,Christchurch,male,50,other,professional,48,3765
European,Christchurch,female,55,degree,professional,37,1252
European,Christchurch,female,30,degree,professional,7,334
European,Christchurch,female,55,vocational,professional,8,99
European,Auckland,male,45,vocational,professional,24,898
European,Auckland,male,35,other,professional,15,945
European,Wellington,female,35,degree,professional,40,2595
European,Christchurch,female,55,vocational,professional,25,1031
European,Wellington,male,35,degree,professional,40,1561
European,Auckland,male,35,vocational,professional,40,2874
European,Northland,female,40,school,professional,0,127
European,Auckland,female,55,degree,professional,37.5,1052
European,Christchurch,male,20,degree,professional,47.5,1190
European,Otago,male,35,degree,professional,47,1545
European,Southland,female,20,degree,professional,19.5,250
European,Wellington,female,35,degree,professional,38,544
European,Christchurch,male,20,degree,professional,40,1161
European,Auckland,female,50,degree,professional,37.5,840
European,Nelson,male,50,none,professional,30,1387
European,Christchurch,male,40,degree,professional,60,1614
European,Christchurch,male,50,other,professional,0,1266
European,Gisborne,female,30,vocational,professional,50,1522
European,Auckland,female,35,school,professional,36,1114
European,Manawatu,female,40,vocational,professional,37.5,1055
European,Waikato,male,50,school,professional,45,2475
European,Otago,female,45,vocational,professional,11,475
European,Wellington,male,20,degree,professional,14,154
European,Gisborne,female,30,vocational,professional,9,1059
European,Christchurch,female,55,vocational,professional,40,1009
European,BoP,male,50,school,professional,40,1056
European,Auckland,female,25,degree,professional,37,848
European,Christchurch,male,20,degree,professional,40,885
European,Taranaki,female,55,vocational,professional,45,2420
European,Auckland,female,60,degree,professional,40,2606
European,Manawatu,male,55,degree,professional,24,968
European,Manawatu,female,40,degree,professional,0,568
European,BoP,male,55,vocational,professional,42,1029
European,Auckland,female,45,degree,professional,18,610
European,Gisborne,female,55,school,professional,42,910
European,Wellington,female,45,vocational,professional,35,963
European,BoP,female,60,school,professional,35,3038
European,BoP,male,65,none,professional,40,1371
European,Wellington,male,55,school,professional,0,518
European,Manawatu,male,25,degree,professional,50,2031
European,BoP,female,45,degree,professional,40,1045
European,Manawatu,male,45,degree,professional,45,1918
European,Otago,female,65,vocational,professional,40,2090
European,Auckland,male,55,degree,professional,0,945
European,Christchurch,female,40,vocational,professional,58,908
European,Auckland,male,40,degree,professional,50,1898
European,Auckland,male,25,degree,professional,0,2532
European,Christchurch,female,30,degree,professional,0,485
European,Auckland,female,45,degree,professional,40,1586
European,Gisborne,male,15,none,professional,48,761
European,Wellington,female,35,degree,professional,57.5,1521
European,Manawatu,female,20,other,professional,0,56
European,Manawatu,male,35,degree,professional,40,1122
European,Auckland,female,55,degree,professional,40,653
European,Wellington,male,30,degree,professional,50,1650
European,Auckland,female,35,degree,professional,40,968
European,BoP,male,20,vocational,professional,40,467
European,BoP,female,30,vocational,professional,32,2484
European,Manawatu,female,15,school,professional,0,-99
European,Christchurch,male,40,other,professional,0,738
European,Auckland,male,35,none,professional,0,392
European,Auckland,male,20,school,professional,0,0
European,Wellington,male,30,degree,professional,42,596
European,Auckland,male,50,degree,professional,47.5,5277
European,Christchurch,male,50,degree,professional,46,1304
European,Auckland,male,40,degree,professional,58.5,1848
European,Nelson,male,45,other,professional,40,720
European,Auckland,male,25,vocational,professional,41.5,795
European,Waikato,female,40,other,professional,50,2144
European,BoP,female,30,degree,professional,40,1372
European,Waikato,female,25,degree,professional,40,982
European,Auckland,female,50,degree,professional,16,773
European,Wellington,female,30,degree,professional,40,1962
European,Northland,female,30,degree,professional,37.5,1255
European,BoP,male,35,degree,professional,40,1962
European,Auckland,male,40,degree,professional,0,1172
European,Auckland,female,35,degree,professional,37,1277
European,Christchurch,female,40,degree,professional,40,1219
European,BoP,female,40,vocational,professional,40,1008
European,Waikato,female,65,school,professional,0,3452
European,Gisborne,female,35,degree,professional,40,1467
European,Wellington,male,45,vocational,professional,0,2071
European,Auckland,male,60,degree,professional,0,1036
European,Waikato,male,25,vocational,professional,40,970
European,Southland,female,30,degree,professional,15,644
European,Christchurch,male,30,vocational,professional,40,1650
European,Wellington,female,35,degree,professional,10,701
European,BoP,female,30,degree,professional,40,397
European,Waikato,female,20,degree,professional,0,1245
European,Wellington,male,30,vocational,professional,40,1415
European,Nelson,female,40,degree,professional,32,1020
European,Auckland,female,25,degree,professional,35,1114
European,Auckland,female,30,other,professional,31,783
European,Wellington,male,40,degree,professional,37,2560
European,Otago,female,45,vocational,professional,40,1055
European,Nelson,male,60,degree,professional,50,1667
European,Manawatu,male,45,degree,professional,60,738
European,Waikato,female,30,other,professional,50,759
European,Auckland,female,65,school,professional,0,153
European,Otago,female,35,vocational,professional,40,1316
European,Northland,male,25,vocational,professional,47.5,1153
European,Auckland,female,20,degree,professional,40,1384
European,Otago,male,45,other,professional,5,205
European,Auckland,male,30,vocational,professional,8,347
European,BoP,female,30,degree,professional,32,1260
European,Otago,female,20,degree,professional,20,-432
European,Auckland,female,60,degree,professional,40,936
European,Waikato,female,25,degree,professional,40,740
European,Christchurch,male,60,school,professional,40,963
European,Auckland,female,20,degree,professional,30,513
European,Southland,female,55,none,professional,37.5,2069
European,Wellington,male,40,degree,professional,0,3376
European,Christchurch,male,40,degree,professional,24,2025
European,Auckland,female,60,degree,professional,38,2693
European,Christchurch,female,25,degree,professional,37.5,1033
European,Auckland,female,45,vocational,professional,21,157
European,Auckland,female,35,degree,professional,40,1171
European,Christchurch,male,40,vocational,professional,0,738
European,Taranaki,male,50,degree,professional,22,1235
European,Auckland,female,35,degree,professional,5,302
European,Auckland,male,30,vocational,professional,0,720
European,Christchurch,female,25,degree,professional,36,1881
European,Nelson,female,30,vocational,professional,0,-104
European,Wellington,female,40,vocational,professional,12,1162
European,Wellington,female,30,degree,professional,0,-211
European,Auckland,male,60,school,professional,45,1279
European,Christchurch,female,15,none,professional,18,257
European,Wellington,male,40,vocational,professional,9,243
European,Christchurch,female,50,vocational,professional,15,189
European,Auckland,male,30,school,professional,8,234
European,Auckland,female,35,other,professional,40,4361
European,Manawatu,female,25,degree,professional,40,682
European,Wellington,male,50,vocational,professional,37,2417
European,Christchurch,female,30,degree,professional,32.5,670
European,Waikato,female,35,school,professional,25,1230
European,Auckland,female,40,degree,professional,18,277
European,Auckland,female,35,other,professional,50,2443
European,Auckland,female,35,degree,professional,40,2606
European,Nelson,female,60,vocational,professional,40,1321
European,Auckland,female,60,degree,professional,0,432
European,Wellington,female,30,vocational,professional,56,1514
European,Nelson,male,35,other,professional,46,2331
European,Wellington,male,35,degree,professional,42.5,803
European,Auckland,female,60,degree,professional,8,619
European,Manawatu,female,45,vocational,professional,15,398
European,Gisborne,male,55,degree,professional,40,638
European,Auckland,male,25,vocational,professional,57.5,1291
European,Auckland,female,30,vocational,professional,0,1058
European,Manawatu,female,65,other,professional,17,843
European,Auckland,male,35,degree,professional,40,572
European,Wellington,male,50,vocational,professional,30,1519
European,Taranaki,female,25,vocational,professional,0,11
European,BoP,female,45,vocational,professional,0,519
European,Waikato,male,50,degree,professional,20,0
European,Christchurch,male,55,degree,professional,44,967
European,Southland,male,65,vocational,professional,0,248
European,Manawatu,male,20,degree,professional,40,765
European,Wellington,female,20,degree,professional,8,123
European,Manawatu,female,15,none,professional,40,1333
European,Auckland,female,55,degree,professional,32,1144
European,Waikato,female,50,degree,professional,30,1249
European,Auckland,female,40,degree,professional,42,1324
European,Auckland,female,50,degree,professional,40,1263
European,Waikato,male,50,school,professional,40,572
European,Auckland,female,40,degree,professional,0,1329
European,Taranaki,male,25,other,professional,0,822
European,Auckland,female,45,degree,professional,30,1123
European,Christchurch,female,30,vocational,professional,40,829
European,Auckland,female,55,other,professional,25.5,1231
European,Auckland,female,35,degree,professional,0,0
European,Wellington,male,45,other,professional,0,96
European,Christchurch,male,40,vocational,professional,0,1002
European,Otago,male,30,degree,professional,40,1477
European,Otago,female,20,school,professional,9,264
European,Auckland,male,55,degree,professional,20,462
European,Christchurch,male,20,school,professional,40,818
European,Christchurch,female,65,none,professional,37.5,1676
European,Waikato,male,50,degree,professional,45,1109
European,Auckland,male,40,other,professional,0,1036
European,Wellington,female,45,degree,professional,0,2532
European,Christchurch,male,40,degree,professional,40,1493
European,Wellington,male,50,degree,professional,37.5,6050
European,Northland,male,60,degree,professional,45,907
European,Christchurch,male,55,degree,professional,0,3986
European,Auckland,female,30,other,professional,16,877
European,Taranaki,female,65,school,professional,23,256
European,Otago,male,60,degree,professional,44.5,489
European,Waikato,male,45,degree,professional,40,2511
European,Wellington,female,50,degree,professional,0,543
European,Auckland,female,35,vocational,professional,35,804
European,Auckland,male,20,degree,professional,45,567
European,Otago,male,45,degree,professional,40,863
European,Otago,male,50,vocational,professional,45,829
European,Waikato,male,25,degree,professional,65,1636
European,Auckland,male,60,none,professional,37.5,1310
European,Wellington,male,30,degree,professional,40,949
European,Auckland,male,40,degree,professional,40,1691
European,Auckland,female,30,degree,professional,12,215
European,Auckland,female,35,degree,professional,40,974
European,Manawatu,female,45,degree,professional,37,1161
European,Auckland,male,30,vocational,professional,46,1113
European,Gisborne,male,55,vocational,professional,43,1141
European,Auckland,female,30,degree,professional,4,90
European,Auckland,female,30,vocational,professional,3,234
European,Auckland,female,60,degree,professional,37,1078
European,Auckland,female,45,degree,professional,40,1290
European,Auckland,female,55,degree,professional,29.5,570
European,Christchurch,male,65,vocational,professional,0,587
European,Christchurch,male,65,vocational,professional,37,2110
European,Christchurch,female,45,degree,professional,40,2015
European,Otago,female,40,degree,professional,50,989
European,Nelson,female,25,other,professional,26,1390
European,Nelson,male,65,none,professional,0,587
European,Christchurch,female,50,degree,professional,40,1264
European,Northland,female,45,vocational,professional,32,2400
European,Auckland,male,50,degree,professional,0,-117
European,Waikato,female,45,other,professional,48,674
European,Nelson,male,45,vocational,professional,0,851
European,Gisborne,male,50,vocational,professional,0,2124
European,Christchurch,male,35,degree,professional,37,2071
European,Otago,male,15,none,professional,40,1139
European,Auckland,female,55,degree,professional,0,-211
European,Otago,male,30,other,professional,0,2658
European,Christchurch,female,30,other,professional,25,2636
European,Christchurch,female,55,degree,professional,40,1260
European,Auckland,female,30,degree,professional,40,949
European,Waikato,male,50,none,professional,0,1354
European,Waikato,male,30,degree,professional,0,1097
European,Auckland,female,25,degree,professional,32,1302
European,Christchurch,female,20,vocational,professional,0,738
European,Manawatu,female,25,degree,professional,20,1139
European,Auckland,male,30,degree,professional,60,1016
European,Christchurch,male,15,none,professional,0,0
European,Auckland,female,30,vocational,professional,40,1367
European,Waikato,male,35,degree,professional,40,630
European,Auckland,female,50,degree,professional,4,149
European,BoP,female,60,vocational,professional,21,578
European,Wellington,female,30,degree,professional,25.5,587
European,Auckland,male,45,degree,professional,47,1006
European,Auckland,male,30,degree,professional,40,1112
European,Auckland,male,25,vocational,professional,45,1092
European,Northland,female,60,vocational,professional,40,1105
European,Waikato,male,45,none,professional,30,1109
European,Auckland,female,25,degree,professional,0,0
European,Auckland,female,45,degree,professional,0,-236
European,Wellington,male,55,degree,professional,50,2293
European,Christchurch,female,55,vocational,professional,40,794
European,Wellington,female,30,degree,professional,20,749
European,Gisborne,male,50,degree,professional,45,1692
European,Auckland,male,35,vocational,professional,40,2215
European,Taranaki,male,15,school,professional,40,467
European,Wellington,male,50,degree,professional,0,1276
European,Auckland,male,45,vocational,professional,0,-5100
European,Auckland,male,35,degree,professional,37,2503
European,Christchurch,female,50,degree,professional,40,1346
European,Otago,male,55,degree,professional,0,5342
European,Christchurch,male,35,degree,professional,40,863
European,Manawatu,female,45,degree,professional,60,932
European,Auckland,female,25,degree,professional,12,284
European,Auckland,female,55,none,professional,60,916
European,Auckland,male,35,degree,professional,0,2110
European,Southland,female,30,vocational,professional,40,704
European,Christchurch,female,20,vocational,professional,9,192
European,Auckland,male,60,degree,professional,56,1485
European,Auckland,male,40,degree,professional,40,1814
European,Auckland,male,35,degree,professional,50,2667
European,Waikato,male,15,school,professional,4,50
European,Waikato,female,35,degree,professional,10,575
European,Auckland,female,25,degree,professional,37,1055
European,Christchurch,female,50,degree,professional,40,1295
European,Christchurch,male,45,school,professional,40,1039
European,Manawatu,male,50,school,professional,37,1450
European,Auckland,male,60,school,professional,40,1899
European,Otago,female,30,vocational,professional,0,518
European,Auckland,male,25,degree,professional,0,1055
European,Wellington,female,60,degree,professional,40,1062
European,Wellington,male,60,degree,professional,40,1465
European,Christchurch,female,35,vocational,professional,16,259
European,Christchurch,female,20,school,professional,22,380
European,Manawatu,male,30,degree,professional,37,1224
European,Wellington,female,50,school,professional,40,1152
European,Auckland,male,50,school,professional,40,1181
European,Gisborne,male,35,none,professional,56,882
European,Auckland,female,65,degree,professional,30,792
European,Auckland,male,60,degree,professional,0,-1036
