Country,Region,Life.Expectancy,GDP.per.Capita,Population,Year,Children.per.Woman
Reunion,Sub-Saharan Africa,75.269,6084.033615,720934, yr 2000,2.394
Rwanda,Sub-Saharan Africa,43.103,704.0365299,7507056, yr 2000,5.882
Saint Helena,Sub-Saharan Africa,,2107.445036,7212, yr 2000,
Sao Tome and Principe,Sub-Saharan Africa,63.775,1320.58294,159883, yr 2000,4.577
Senegal,Sub-Saharan Africa,54.067,1511.486784,10324150, yr 2000,5.602
Seychelles,Sub-Saharan Africa,,15230.39812,79326, yr 2000,
Sierra Leone,Sub-Saharan Africa,41.882,517.6747972,4808817, yr 2000,5.387
Somalia,Sub-Saharan Africa,48.365,881.513623,7253137, yr 2000,6.507
Somaliland,Sub-Saharan Africa,,,, yr 2000,
South Africa,Sub-Saharan Africa,55.765,7454.445716,44066197, yr 2000,2.866
Sudan,Sub-Saharan Africa,56.056,1874.01767,35079814, yr 2000,5.132
Swaziland,Sub-Saharan Africa,50.751,4021.223575,1109750, yr 2000,4.222
Tanzania,Sub-Saharan Africa,50.736,826.2347663,, yr 2000,5.689
Togo,Sub-Saharan Africa,59.757,890.3598035,4711655, yr 2000,5.102
Uganda,Sub-Saharan Africa,46.312,881.208267,23248553, yr 2000,6.84
Zambia,Sub-Saharan Africa,42.041,1035.903578,10116606, yr 2000,6.16
Zimbabwe,Sub-Saharan Africa,43.319,745.7689741,11751323, yr 2000,3.862
Afghanistan,South Asia,41.825,663.9098777,23898198, yr 2000,7.729
Bangladesh,South Asia,61.29,1075,130406594, yr 2000,3.034
Bhutan,South Asia,61.357,2922.114178,2005222, yr 2000,3.77
India,South Asia,61.255,1648,1007702000, yr 2000,3.28
Maldives,South Asia,66.039,3433.501422,301475, yr 2000,2.801
Nepal,South Asia,61.686,1054.79071,24702119, yr 2000,3.996
Pakistan,South Asia,63.907,2086,146342958, yr 2000,4.687
Sri Lanka,South Asia,70.946,2997.689295,19238575, yr 2000,2.223
Algeria,Middle East & North Africa,70.083,5098.853564,30409300, yr 2000,2.621
Bahrain,Middle East & North Africa,74.382,22015.32286,634137, yr 2000,2.603
Djibouti,Middle East & North Africa,53.572,1894.037631,430822, yr 2000,4.802
Egypt,Middle East & North Africa,,4629.459003,70492342, yr 2000,3.317
Iran,Middle East & North Africa,,8600.733745,65660289, yr 2000,2.22
Iraq,Middle East & North Africa,71.237,3951.742726,22675617, yr 2000,5.024
Israel,Middle East & North Africa,78.75,22834.92834,5842454, yr 2000,2.931
Jordan,Middle East & North Africa,70.552,3664.557531,4998564, yr 2000,3.889
Kuwait,Middle East & North Africa,76.55,36397.95992,1973572, yr 2000,2.418
Lebanon,Middle East & North Africa,70.649,8809.991336,3578036, yr 2000,2.386
Libya,Middle East & North Africa,72.253,9139.677194,5115450, yr 2000,3.188
Morocco,Middle East & North Africa,68.695,3073.426577,30122350, yr 2000,2.703
Oman,Middle East & North Africa,73.346,19204.28588,2533389, yr 2000,4.413
Qatar,Middle East & North Africa,73.179,60394.43245,744483, yr 2000,3.129
Saudi Arabia,Middle East & North Africa,71.119,20001.87326,23153090, yr 2000,4.201
Syria,Middle East & North Africa,,3935.371065,16305659, yr 2000,3.79
Tunisia,Middle East & North Africa,72.558,5480.315607,9563816, yr 2000,2.088
United Arab Emirates,Middle East & North Africa,76.417,30012.31775,2369153, yr 2000,2.696
West Bank and Gaza,Middle East & North Africa,71.762,7586.317299,3152361, yr 2000,
"Yemen, Rep.",Middle East & North Africa,59.168,2217.073804,17479206, yr 2000,6.285
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 2000,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 2000,
Anguilla,America,,15551.72564,11797, yr 2000,
Antigua and Barbuda,America,,12738.74463,66464, yr 2000,
Argentina,America,73.766,10571.36362,37497728, yr 2000,2.477
Aruba,America,73.679,28711.442,69539, yr 2000,1.901
Bahamas,America,,22728.40826,290075, yr 2000,2.248
Barbados,America,75.411,14982.12294,273483, yr 2000,1.49
Belize,America,74.114,6545.453139,247887, yr 2000,3.594
Bermuda,America,,60167.71419,62971, yr 2000,
Bolivia,America,62.951,3394.708067,8152620, yr 2000,4.141
Brazil,America,70.187,8056.060915,175552771, yr 2000,2.364
British Virgin Islands,America,,42980.91475,20353, yr 2000,
Canada,America,79.41,32448.60764,31278097, yr 2000,1.526
Cayman Islands,America,,49156.95627,38410, yr 2000,
Chile,America,77.01,10435.17429,15153450, yr 2000,2.084
Colombia,America,70.984,5749.552012,39685655, yr 2000,2.64
Costa Rica,America,77.738,7672.846951,3710558, yr 2000,2.429
Cuba,America,76.64,6115.593942,11134273, yr 2000,1.626
Dominica,America,,,, yr 2000,
Dominican Rep.,America,,4350.080121,8385828, yr 2000,2.892
Ecuador,America,73.356,5616.418804,12505204, yr 2000,2.953
El Salvador,America,69.532,5341.273234,6122515, yr 2000,2.934
Falkland Islands (Malvinas),America,,,, yr 2000,
French Guiana,America,74.747,,172605, yr 2000,3.824
Grenada,America,73.534,8655.02625,89312, yr 2000,2.581
Guadeloupe,America,77.868,,426493, yr 2000,2.075
Guatemala,America,67.741,4884.720925,10625732, yr 2000,4.801
Guyana,America,63.18,3141.349168,755171, yr 2000,2.465
Haiti,America,59.123,1344.487523,7306302, yr 2000,4.303
Honduras,America,70.294,3093.714781,6347658, yr 2000,3.997
Jamaica,America,71.017,6934.028478,2615467, yr 2000,2.596
Martinique,America,78.281,,414516, yr 2000,1.938
Mexico,America,74.264,10894.51448,99926620, yr 2000,2.51
Montserrat,America,,12744.86032,6409, yr 2000,
Netherlands Antilles,America,74.946,22284.25941,210134, yr 2000,2.103
Nicaragua,America,69.644,2490.796143,4932420, yr 2000,3.251
Panama,America,74.294,7405.969922,2889485, yr 2000,2.749
Paraguay,America,70.072,3907.299889,5585828, yr 2000,3.677
Peru,America,70.508,5791.372109,25979722, yr 2000,2.929
Puerto Rico,America,76.323,18568.21925,3815909, yr 2000,1.918
Saint Barthélemy,America,,,, yr 2000,
Saint Martin,America,,,, yr 2000,
Saint-Pierre-et-Miquelon,America,,,6896, yr 2000,
Saint Kitts and Nevis,America,,12490.82446,38819, yr 2000,
Saint Lucia,America,,8676.196972,156260, yr 2000,2.312
Saint Vincent and the Grenadines,America,,5893.668699,115461, yr 2000,2.379
Suriname,America,68.108,5677.291874,429323, yr 2000,2.726
Trinidad and Tobago,America,68.477,10496.90587,1118204, yr 2000,1.638
Turks and Caicos Islands,America,,26819.72382,17502, yr 2000,
United States,America,77.13,39758.49911,282338631, yr 2000,2.01
Uruguay,America,74.663,9092.317746,3323876, yr 2000,2.243
Abkhazia,Europe & Central Asia,,,, yr 2000,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 2000,
Albania,Europe & Central Asia,74.361,4195.210368,3473835, yr 2000,2.222
Andorra,Europe & Central Asia,,30265.94105,66824, yr 2000,
Armenia,Europe & Central Asia,71.186,2114.056874,3042556, yr 2000,1.3
Austria,Europe & Central Asia,78.33,32008.50466,8113413, yr 2000,1.3635
Azerbaijan,Europe & Central Asia,67.137,2533.170154,7748163, yr 2000,2.037
Belarus,Europe & Central Asia,68.99,5936.237819,10366719, yr 2000,1.24
Belgium,Europe & Central Asia,77.91,29940.2047,10263618, yr 2000,1.611
Bosnia and Herzegovina,Europe & Central Asia,74.488,5733.14818,4035457, yr 2000,1.409
Bulgaria,Europe & Central Asia,71.59,6907.013722,7818495, yr 2000,1.205
Channel Islands,Europe & Central Asia,77.973,,152995, yr 2000,1.402
Croatia,Europe & Central Asia,74.809,10582.66817,4410830, yr 2000,1.445
Cyprus,Europe & Central Asia,78.537,,, yr 2000,1.738
Czech Rep.,Europe & Central Asia,,16823.23775,10270128, yr 2000,1.127
Czechoslovakia,Europe & Central Asia,,,15670448, yr 2000,
Denmark,Europe & Central Asia,76.9,31805.53531,5337416, yr 2000,1.771
East Germany,Europe & Central Asia,,,, yr 2000,
Estonia,Europe & Central Asia,70.8,11244.48624,1379835, yr 2000,1.319
Faeroe Islands,Europe & Central Asia,,,45296, yr 2000,
Finland,Europe & Central Asia,77.76,27171.96611,5168595, yr 2000,1.73
France,Europe & Central Asia,79.23,28636.15436,59381628, yr 2000,1.826
Georgia,Europe & Central Asia,71.362,2332.222954,4777209, yr 2000,1.625
Germany,Europe & Central Asia,78.21,,, yr 2000,1.348
Gibraltar,Europe & Central Asia,,,27578, yr 2000,
Greece,Europe & Central Asia,77.53,20675.20934,10559110, yr 2000,1.275
Greenland,Europe & Central Asia,,33204.01326,56309, yr 2000,
Guernsey,Europe & Central Asia,,,64080, yr 2000,
Holy See,Europe & Central Asia,,,787, yr 2000,
Hungary,Europe & Central Asia,71.86,13592.35087,10137449, yr 2000,1.307
Iceland,Europe & Central Asia,79.72,31092.02544,281043, yr 2000,2.007
Ireland,Europe & Central Asia,76.66,30827.97684,3791690, yr 2000,1.921
Isle of Man,Europe & Central Asia,,28478.01856,73112, yr 2000,
Italy,Europe & Central Asia,79.73,27160.46843,57719337, yr 2000,1.223
Jersey,Europe & Central Asia,,,88915, yr 2000,
Kazakhstan,Europe & Central Asia,63.564,5366.02455,15032140, yr 2000,1.939
Kosovo,Europe & Central Asia,,,7516346, yr 2000,
Kyrgyzstan,Europe & Central Asia,,1527.822309,4851054, yr 2000,2.692
Latvia,Europe & Central Asia,70.57,8649.224406,2376178, yr 2000,1.164
Liechtenstein,Europe & Central Asia,,82749.88284,32204, yr 2000,
Lithuania,Europe & Central Asia,72.18,9631.652985,3654387, yr 2000,1.343
Luxembourg,Europe & Central Asia,77.82,63924.1627,438777, yr 2000,1.692
"Macedonia, FYR",Europe & Central Asia,73.005,6975.616397,2014512, yr 2000,1.671
Malta,Europe & Central Asia,78.062,20276.19582,389947, yr 2000,1.648
Moldova,Europe & Central Asia,66.758,1692.094177,4430654, yr 2000,1.568
Monaco,Europe & Central Asia,,36879.8316,31693, yr 2000,
Montenegro,Europe & Central Asia,74.887,,10850210, yr 2000,1.822
Netherlands,Europe & Central Asia,,,, yr 2000,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 2000,
Northern Cyprus,Europe & Central Asia,,,, yr 2000,
Norway,Europe & Central Asia,78.76,43174,4492400, yr 2000,1.818
Poland,Europe & Central Asia,73.91,11680.79102,38654164, yr 2000,1.333
Portugal,Europe & Central Asia,76.84,19609.7337,10335597, yr 2000,1.446
Romania,Europe & Central Asia,70.479,7089.830211,22451921, yr 2000,1.304
Russia,Europe & Central Asia,,8608.397258,146731774, yr 2000,1.243
San Marino,Europe & Central Asia,,39601.52881,26937, yr 2000,
Serbia,Europe & Central Asia,72.695,,, yr 2000,1.724
Serbia and Montenegro,Europe & Central Asia,,,10850210, yr 2000,
Serbia excluding Kosovo,Europe & Central Asia,,,7516346, yr 2000,
Slovak Republic,Europe & Central Asia,73.19,12689.75974,5400320, yr 2000,1.272
Slovenia,Europe & Central Asia,76.11,19399.68944,2010557, yr 2000,1.219
South Ossetia,Europe & Central Asia,,,, yr 2000,
Spain,Europe & Central Asia,79.34,23410.16483,40016081, yr 2000,1.22
Svalbard,Europe & Central Asia,,,2376, yr 2000,
Sweden,Europe & Central Asia,79.84,28659,8923569, yr 2000,1.565
Switzerland,Europe & Central Asia,79.99,34386.90248,7266920, yr 2000,1.435
Tajikistan,Europe & Central Asia,63.538,1001.500467,6440732, yr 2000,4.03
Transnistria,Europe & Central Asia,,,, yr 2000,
Turkey,Europe & Central Asia,69.971,6803.286822,65666677, yr 2000,2.382
Turkmenistan,Europe & Central Asia,63.916,3289.742427,4518268, yr 2000,2.837
Ukraine,Europe & Central Asia,67.79,3700.350923,49007559, yr 2000,1.145
United Kingdom,Europe & Central Asia,78.04,28644.71245,59522468, yr 2000,1.681
USSR,Europe & Central Asia,,,289112747, yr 2000,
Uzbekistan,Europe & Central Asia,66.99,1635.215381,24755519, yr 2000,2.757
Yugoslavia,Europe & Central Asia,,,23321566, yr 2000,
Åland,Europe & Central Asia,,,25776, yr 2000,
American Samoa,East Asia & Pacific,,,57301, yr 2000,
Australia,East Asia & Pacific,79.93,29241.5145,19164620, yr 2000,1.756
Brunei,East Asia & Pacific,75.927,48020.35457,336376, yr 2000,2.472
Cambodia,East Asia & Pacific,57.077,833.3606682,12466262, yr 2000,3.879
China,East Asia & Pacific,71.286,3012.123972,1262645000, yr 2000,1.767
Christmas Island,East Asia & Pacific,,,2500, yr 2000,
Cocos Island,East Asia & Pacific,,,635, yr 2000,
Cook Islands,East Asia & Pacific,,13288.47188,20407, yr 2000,
Fiji,East Asia & Pacific,67.281,3856.316679,832494, yr 2000,3.09
French Polynesia,East Asia & Pacific,72.235,24659.00561,249110, yr 2000,2.451
Guam,East Asia & Pacific,74.088,,155324, yr 2000,2.878
"Hong Kong, China",East Asia & Pacific,80.833,29972.37793,6658720, yr 2000,1.01
Indonesia,East Asia & Pacific,67.406,2714.943904,206265000, yr 2000,2.453
Japan,East Asia & Pacific,81.35,28559.60016,126699784, yr 2000,1.327
Kiribati,East Asia & Pacific,,3501.646765,91985, yr 2000,
"Korea, Dem. Rep.",East Asia & Pacific,66.962,1690,21647682, yr 2000,1.99
"Korea, Rep.",East Asia & Pacific,75.923,16996,47351083, yr 2000,1.354
Laos,East Asia & Pacific,,1518.254156,5497733, yr 2000,4.579
"Macao, China",East Asia & Pacific,79.035,22512.56244,431338, yr 2000,0.938
Malaysia,East Asia & Pacific,72.495,10161.49457,21793293, yr 2000,2.969
Marshall Islands,East Asia & Pacific,,5698.077946,53064, yr 2000,
"Micronesia, Fed. Sts.",East Asia & Pacific,67.286,5530.155709,107754, yr 2000,4.301
Mongolia,East Asia & Pacific,64.186,2017.514317,2600835, yr 2000,2.151
Myanmar,East Asia & Pacific,59.942,1034.449689,44702243, yr 2000,2.523
Nauru,East Asia & Pacific,,6887.680892,11845, yr 2000,
New Caledonia,East Asia & Pacific,73.924,33884.50241,201816, yr 2000,2.445
New Zealand,East Asia & Pacific,78.9,21895.15598,3819762, yr 2000,1.97918
Niue,East Asia & Pacific,,,1877, yr 2000,
Norfolk Island,East Asia & Pacific,,,, yr 2000,
Northern Mariana Islands,East Asia & Pacific,,,69706, yr 2000,
Palau,East Asia & Pacific,,12723.50646,18766, yr 2000,
Papua New Guinea,East Asia & Pacific,57.743,1821.678261,4926984, yr 2000,4.507
Philippines,East Asia & Pacific,69.494,2598.886344,79739825, yr 2000,3.518
Pitcairn,East Asia & Pacific,,,58, yr 2000,
Samoa,East Asia & Pacific,69.275,4090.82596,179466, yr 2000,4.506
Singapore,East Asia & Pacific,77.934,36834.84971,4036753, yr 2000,1.6
Solomon Islands,East Asia & Pacific,62.151,1802.023615,466194, yr 2000,4.615
Taiwan,East Asia & Pacific,76.07,23525,22151237, yr 2000,1.68
Thailand,East Asia & Pacific,68.09,5578.402898,61862928, yr 2000,1.819
Timor-Leste,East Asia & Pacific,56.225,2743.191619,846599, yr 2000,7.112
Tokelau,East Asia & Pacific,,,1517, yr 2000,
Tonga,East Asia & Pacific,70.745,4886.266461,102321, yr 2000,4.169
Tuvalu,East Asia & Pacific,,3743.06933,10838, yr 2000,
Wallis et Futuna,East Asia & Pacific,,,15283, yr 2000,
Venezuela,America,,9434.237476,23542649, yr 2000,2.822
West Germany,Europe & Central Asia,,,, yr 2000,
Western Sahara,Middle East & North Africa,62.618,,244943, yr 2000,3.243
Vietnam,East Asia & Pacific,72.076,1577.531777,79060410, yr 2000,2.327
Virgin Islands (U.S.),America,,,, yr 2000,
Vanuatu,East Asia & Pacific,67.419,3762.189618,189618, yr 2000,4.45
"Korea, United",East Asia & Pacific,,,68998765, yr 2000,
Angola,Sub-Saharan Africa,45.05,3007.114595,11521432, yr 2004,6.378
Benin,Sub-Saharan Africa,59.766,1389.130095,7438437, yr 2004,5.701
Botswana,Sub-Saharan Africa,49.87,11722.58643,1639231, yr 2004,3.076
Burkina Faso,Sub-Saharan Africa,51.755,1096.853521,13092647, yr 2004,6.09
Burundi,Sub-Saharan Africa,48.685,431.7574083,7516212, yr 2004,5.179
Cameroon,Sub-Saharan Africa,50.635,1997.111399,16637276, yr 2004,4.855
Cape Verde,Sub-Saharan Africa,70.213,2692.585982,415294, yr 2004,3.165
Central African Rep.,Sub-Saharan Africa,,671.051573,4171859, yr 2004,5.182
Chad,Sub-Saharan Africa,48.517,1669.418388,9377194, yr 2004,6.458
Comoros,Sub-Saharan Africa,63.644,1083.024355,651901, yr 2004,4.144
"Congo, Dem. Rep.",Sub-Saharan Africa,47.569,314.5189743,58919207, yr 2004,6.528
"Congo, Rep.",Sub-Saharan Africa,53.241,3455.041415,3502035, yr 2004,4.692
Cote d'Ivoire,Sub-Saharan Africa,55.613,1579.41982,16944598, yr 2004,4.934
Equatorial Guinea,Sub-Saharan Africa,49.075,11487.2859,517927, yr 2004,5.56
Eritrea,Sub-Saharan Africa,57.932,,, yr 2004,5.039
Eritrea and Ethiopia,Sub-Saharan Africa,,,75890979, yr 2004,
Ethiopia,Sub-Saharan Africa,53.268,549.6046141,71336571, yr 2004,5.722
Gabon,Sub-Saharan Africa,59.316,12568.45916,1363116, yr 2004,3.633
Gambia,Sub-Saharan Africa,,710.9342748,1548956, yr 2004,5.357
Ghana,Sub-Saharan Africa,56.701,1181.713523,21483085, yr 2004,4.467
Guinea,Sub-Saharan Africa,59.59,1728.509788,5420280, yr 2004,4.282
Guinea-Bissau,Sub-Saharan Africa,46.708,562.0835684,1386228, yr 2004,5.817
Kenya,Sub-Saharan Africa,52.079,1317.4731,32982109, yr 2004,5.008
Lesotho,Sub-Saharan Africa,45.241,1369.812164,2039070, yr 2004,3.655
Liberia,Sub-Saharan Africa,56.578,375.6901175,2807259, yr 2004,5.475
Madagascar,Sub-Saharan Africa,58.446,973.5877498,17501871, yr 2004,5.13
Malawi,Sub-Saharan Africa,50.643,691.8456601,12407373, yr 2004,5.906
Mali,Sub-Saharan Africa,46.995,993.1193618,11126144, yr 2004,5.632
Mauritania,Sub-Saharan Africa,56.417,1654.890643,2998563, yr 2004,4.789
Mauritius,Sub-Saharan Africa,71.958,9931.831259,1220481, yr 2004,1.847
Mayotte,Sub-Saharan Africa,75.279,,186026, yr 2004,
Mozambique,Sub-Saharan Africa,47.65,710.4187682,19111633, yr 2004,5.41
Namibia,Sub-Saharan Africa,57.915,4399.549726,2014026, yr 2004,3.675
Niger,Sub-Saharan Africa,,,, yr 2004,
Nigeria,Sub-Saharan Africa,47.032,1807.336669,125744458, yr 2004,5.578
Reunion,Sub-Saharan Africa,75.973,6796.213392,766153, yr 2004,2.464
Rwanda,Sub-Saharan Africa,47.645,785.7685421,8238673, yr 2004,5.707
Saint Helena,Sub-Saharan Africa,,2776.682336,7415, yr 2004,
Sao Tome and Principe,Sub-Saharan Africa,64.685,1435.80391,181565, yr 2004,4.193
Senegal,Sub-Saharan Africa,54.74,1630.747669,11426026, yr 2004,5.262
Seychelles,Sub-Saharan Africa,,13523.14775,80832, yr 2004,
Sierra Leone,Sub-Saharan Africa,45.716,753.5561463,5732171, yr 2004,5.309
Somalia,Sub-Saharan Africa,49.466,914.0448487,8304601, yr 2004,6.485
Somaliland,Sub-Saharan Africa,,,, yr 2004,
South Africa,Sub-Saharan Africa,52.247,8154.739066,44448470, yr 2004,2.72
Sudan,Sub-Saharan Africa,57.053,2125.873068,39148162, yr 2004,4.64
Swaziland,Sub-Saharan Africa,45.341,4286.161857,1138171, yr 2004,3.868
Tanzania,Sub-Saharan Africa,52.974,972.4813552,, yr 2004,5.647
Togo,Sub-Saharan Africa,60.962,903.3429085,5255320, yr 2004,4.666
Uganda,Sub-Saharan Africa,49.378,959.7088123,26390258, yr 2004,6.623
Zambia,Sub-Saharan Africa,42.271,1140.764902,11025690, yr 2004,6.061
Zimbabwe,Sub-Saharan Africa,41.276,571.7430588,12083553, yr 2004,3.657
Afghanistan,South Asia,42.568,804.7174577,28513677, yr 2004,7.123
Bangladesh,South Asia,63.971,1221,141340476, yr 2004,2.643
Bhutan,South Asia,64.298,3545.990393,2185569, yr 2004,3.125
India,South Asia,62.445,1981,1065070607, yr 2004,3
Maldives,South Asia,69.352,4296.719841,339330, yr 2004,2.222
Nepal,South Asia,64.625,1079.299895,27070666, yr 2004,3.379
Pakistan,South Asia,65.23,2270,159196336, yr 2004,4.298
Sri Lanka,South Asia,73.367,3310.199558,19905165, yr 2004,2.342
Algeria,Middle East & North Africa,71.42,5790.967692,32129324, yr 2004,2.457
Bahrain,Middle East & North Africa,75.063,25659.68239,677886, yr 2004,2.433
Djibouti,Middle East & North Africa,54.204,1942.687362,466900, yr 2004,4.336
Egypt,Middle East & North Africa,,4919.695457,76117421, yr 2004,3.069
Iran,Middle East & North Africa,,10298.34783,67503205, yr 2004,1.999
Iraq,Middle East & North Africa,69.1,3293.15755,25374691, yr 2004,4.46
Israel,Middle East & North Africa,79.96,22930.27791,6199008, yr 2004,2.885
Jordan,Middle East & North Africa,71.661,4115.51226,5611202, yr 2004,3.383
Kuwait,Middle East & North Africa,77.121,42275.63876,2257549, yr 2004,2.246
Lebanon,Middle East & North Africa,71.313,10207.45178,3777218, yr 2004,1.991
Libya,Middle East & North Africa,73.135,10304.93135,5631585, yr 2004,2.926
Morocco,Middle East & North Africa,70.125,3519.456495,32209101, yr 2004,2.457
Oman,Middle East & North Africa,74.656,19870.60032,2903165, yr 2004,3.523
Qatar,Middle East & North Africa,74.71,67458.35962,840290, yr 2004,2.747
Saudi Arabia,Middle East & North Africa,71.985,20481.97551,25795938, yr 2004,3.585
Syria,Middle East & North Africa,,3994.704663,18016874, yr 2004,3.527
Tunisia,Middle East & North Africa,73.29,6274.883286,9974722, yr 2004,1.911
United Arab Emirates,Middle East & North Africa,76.935,32181.9396,2523915, yr 2004,2.289
West Bank and Gaza,Middle East & North Africa,72.701,3664.45253,3636195, yr 2004,
"Yemen, Rep.",Middle East & North Africa,61.031,2250.897567,20024867, yr 2004,5.709
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 2004,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 2004,
Anguilla,America,,18278.82118,13008, yr 2004,
Antigua and Barbuda,America,,14114.0915,68320, yr 2004,
Argentina,America,74.579,10232.09685,39144753, yr 2004,2.311
Aruba,America,74.124,26972.69512,71218, yr 2004,1.781
Bahamas,America,,22747.53458,299697, yr 2004,2.074
Barbados,America,76.279,15268.12566,277816, yr 2004,1.503
Belize,America,75.138,7300.541179,274435, yr 2004,3.212
Bermuda,America,,67086.16599,64935, yr 2004,
Bolivia,America,64.354,3528.672608,8724156, yr 2004,3.821
Brazil,America,71.395,8461.498669,184101109, yr 2004,2.143
British Virgin Islands,America,,41705.24292,22187, yr 2004,
Canada,America,80.25,34346.96551,32507874, yr 2004,1.525
Cayman Islands,America,,46594.91438,43103, yr 2004,
Chile,America,77.53,11649.71337,15823957, yr 2004,1.973
Colombia,America,72.008,6080.32445,42310775, yr 2004,2.517
Costa Rica,America,78.346,8301.89771,3956507, yr 2004,2.164
Cuba,America,77.64,6877.986057,11308764, yr 2004,1.586
Dominica,America,,,, yr 2004,
Dominican Rep.,America,,4838.658165,8916069, yr 2004,2.782
Ecuador,America,74.49,6311.012684,13212742, yr 2004,2.74
El Salvador,America,70.471,5349.692741,6587541, yr 2004,2.495
Falkland Islands (Malvinas),America,,,, yr 2004,
French Guiana,America,75.385,7910.71872,191309, yr 2004,3.557
Grenada,America,74.673,8276.232201,89357, yr 2004,2.372
Guadeloupe,America,78.601,7416.825728,444515, yr 2004,2.081
Guatemala,America,69.362,4858.112245,11734580, yr 2004,4.467
Guyana,America,64.956,3298.361261,763251, yr 2004,2.4
Haiti,America,60.107,1180.249336,7942419, yr 2004,3.849
Honduras,America,71.278,3209.353944,7007482, yr 2004,3.585
Jamaica,America,71.131,7093.443832,2712355, yr 2004,2.488
Martinique,America,79.042,13925.32733,429510, yr 2004,1.962
Mexico,America,75.237,11118.68976,104959594, yr 2004,2.334
Montserrat,America,,12126.29753,9245, yr 2004,
Netherlands Antilles,America,75.634,22761.26448,218126, yr 2004,2.057
Nicaragua,America,71.491,2559.931696,5359759, yr 2004,2.901
Panama,America,75.005,7986.096336,3089531, yr 2004,2.661
Paraguay,America,71.073,3885.936819,6191368, yr 2004,3.355
Peru,America,72.139,6161.248424,27544305, yr 2004,2.733
Puerto Rico,America,78.145,19287.90802,3894855, yr 2004,1.824
Saint Barthélemy,America,,,, yr 2004,
Saint Martin,America,,,, yr 2004,
Saint-Pierre-et-Miquelon,America,,,6995, yr 2004,
Saint Kitts and Nevis,America,,13222.82568,38836, yr 2004,
Saint Lucia,America,,8877.746549,164213, yr 2004,2.066
Saint Vincent and the Grenadines,America,,6616.607687,117193, yr 2004,2.193
Suriname,America,68.301,6880.091518,436935, yr 2004,2.543
Trinidad and Tobago,America,68.565,13978.56347,1084206, yr 2004,1.604
Turks and Caicos Islands,America,,28342.36124,19956, yr 2004,
United States,America,77.92,40956.40134,293027571, yr 2004,2.061
Uruguay,America,75.505,8735.001477,3399237, yr 2004,2.173
Abkhazia,Europe & Central Asia,,,, yr 2004,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 2004,
Albania,Europe & Central Asia,75.987,5115.252837,3544808, yr 2004,1.931
Andorra,Europe & Central Asia,,37427.60632,69865, yr 2004,
Armenia,Europe & Central Asia,72.834,3413.908337,2991360, yr 2004,1.4
Austria,Europe & Central Asia,79.47,33455.69403,8174762, yr 2004,1.4191
Azerbaijan,Europe & Central Asia,69.007,3760.105577,7868385, yr 2004,2.035
Belarus,Europe & Central Asia,69.09,7806.724446,10310520, yr 2004,1.241
Belgium,Europe & Central Asia,79.12,31600.01699,10348276, yr 2004,1.679
Bosnia and Herzegovina,Europe & Central Asia,74.769,6317.272545,4345591, yr 2004,1.244
Bulgaria,Europe & Central Asia,72.54,8721.228028,7517973, yr 2004,1.29
Channel Islands,Europe & Central Asia,78.594,,155533, yr 2004,1.416
Croatia,Europe & Central Asia,75.313,12490.93428,4496869, yr 2004,1.37
Cyprus,Europe & Central Asia,79.268,,, yr 2004,1.56
Czech Rep.,Europe & Central Asia,,19061.06809,10246178, yr 2004,1.242
Czechoslovakia,Europe & Central Asia,,,15669745, yr 2004,
Denmark,Europe & Central Asia,77.58,32694.60147,5413392, yr 2004,1.784
East Germany,Europe & Central Asia,,,, yr 2004,
Estonia,Europe & Central Asia,72.29,15014.21701,1341664, yr 2004,1.458
Faeroe Islands,Europe & Central Asia,,,46662, yr 2004,
Finland,Europe & Central Asia,78.96,29651.4045,5214512, yr 2004,1.8
France,Europe & Central Asia,80.5,29505.88006,60424213, yr 2004,1.894
Georgia,Europe & Central Asia,71.544,3167.154515,4693892, yr 2004,1.568
Germany,Europe & Central Asia,79.34,,, yr 2004,1.34
Gibraltar,Europe & Central Asia,,,27833, yr 2004,
Greece,Europe & Central Asia,78.441,24587.16072,10647529, yr 2004,1.308
Greenland,Europe & Central Asia,,33505.18169,56384, yr 2004,
Guernsey,Europe & Central Asia,,,65031, yr 2004,
Holy See,Europe & Central Asia,,,, yr 2004,
Hungary,Europe & Central Asia,73.04,16291.19795,10032375, yr 2004,1.302
Iceland,Europe & Central Asia,80.95,34279.1786,293966, yr 2004,2.025
Ireland,Europe & Central Asia,78.64,36303.8009,3969558, yr 2004,1.96
Isle of Man,Europe & Central Asia,,34259.05525,74655, yr 2004,
Italy,Europe & Central Asia,81.19,27887.57345,58057477, yr 2004,1.294
Jersey,Europe & Central Asia,,,90502, yr 2004,
Kazakhstan,Europe & Central Asia,64.644,7930.085054,15143704, yr 2004,2.103
Kosovo,Europe & Central Asia,,,7463157, yr 2004,
Kyrgyzstan,Europe & Central Asia,,1753.521614,5081429, yr 2004,2.504
Latvia,Europe & Central Asia,71.5,11888.05426,2306306, yr 2004,1.286
